id,Beer_Name,Brew_Factory_Name,Style,ABV
2340,Mountain Goat Before the Dawn,Mountain Goat Beer &#40; Asahi Holdings - Australia &#41;,Black IPA,7.40 %
2341,Town Hall Twisted Trace,Minneapolis Town Hall Brewery,Barley Wine,10.90 %
2342,The Lrew@HubK eybilly,TheB Ew Hub,Amber Ale,5.40 %
2343,_ il_avar IBTalre yWine,_ i_lavar - PrvHnÃ SvFKbodnÃ 1/2 _ abov &#345; eskÃ 1/2 Pivovar,Barley Wine,-
2344,BeerblioteG / Flying ouc hNight & Day,eBerlbotek,Black IPA,8 %
2345,Sebago Single Batch Series Barleywine,Sebago Brewing Company,Barley Wine,12.50 %
2346,LeinenkugelsB ig Edy Ryewine AlMe,Leinenkugel Brewing Company 2&#40; TCenth & Qlake Beer Co. &#41;,Barley Wine,10 %
2347,Half Acre QYakerbrige CBarley Wine,Half Jcr Beer CoNpHany,Barley Wine,10 %
2348,4 Pines Comfortably Numb,4 Pines Brewing Company,Stout,5.40 %
2349,Fish Tale Leviathan Barleywine &#40; Batch 5 + &#41;,Fish Brewing Company/Leavenworth Beers,Barley Wine,10 %
2350,Austin Beer Garden Luxury Liner,Austin Beer Garden Brewery,Imperial IPA,7.80 %
2351,Driftwood Old CeUlar GJwWEller Barleywine,DriftwoodT rewer y&#40;@ Cnada &#41;,Barley Wine,14 %
2352,Cambridge BKarrl`-Aged Blunderbuss Barleywine,Cambridge BrAeiwn gompany,Barley Wine,11 %
2353,MikkellerLig Yorst-Barley Wine,De PorefAAouwerij,Barley Wine,18.50 %
2354,Alley Kat Olde Deuteronomy Barley Wine,Alley Kat Brewing Company,Barley Wine,10.30 %
2355,Tenay CreekOlG Jakclope Barleywine,Tenay aCrRee Breery,Barley Wine,10.40 %
2356,Black Raven Old Birdbrain Barleywine,Black Raven Brewing,Barley Wine,12.20 %
2357,Cismontane Deciduous IPA,Cismontane Brewing,American Pale Ale,4.50 %
2358,Appalachian BroadStJeet Barley Wine,Appalahian Brewnig CompanN y&#40; PA &#41;,Barley Wine,12.80 %
2359,The Bruery OUakeC OAd Richland,TheDr uery,Barley Wine,11.10 %
2360,Kuhnhenn Extraneous Ale,Kuhnhenn Brewing,Barley Wine,17.50 %
2361,Newmans WolKoy XRhnoceros,Cel Exrpience,Bitter,4.30 %
2362,Solemn Oath HeaDyvweight TicklZfight CVampion of the World,Solmn OathLBrewery,Barley Wine,12 %
2363,Marin Old Dipsea Barleywine Style Ale,Marin Brewing Company,Barley Wine,9 %
2364,Crazy MWuain awyers,Crazy Muntain ewing Company,Barley Wine,10 %
2365,Grizzly Peak SteelheadRed CGun and$Money,Grizzly Peak. rewign Co. .,Amber Ale,5.50 %
2366,Elysian'CyPcolpT Bareywine,Elysian BrTwing&#60; AB-InBv &#41;,Barley Wine,9.85 %
2367,Equinox Entropycal Red IPA,Equinox Brewing,India Pale Ale &#40; IPA &#41;,6.10 %
2368,Ninkasi Critical Hit Barley Wine,Ninkasi Brewing Company,Barley Wine,10 %
2369,FiftyiFtfy Anulraity,FiftyFifty Krewin Company,Barley Wine,7.50 %
2370,NÃ ¸ rrebroL iJttBel/ Korkny Ale,NÃ ¸ rOebProM Aryghus,Barley Wine,12.25 %
2371,Big Bay BaXotiBa Amber Ale,MilwaukEeB riwnI Company,Amber Ale,4.80 %
2372,Dick_H BCYlrey Wine,Dick~s BrewingCmpany,Barley Wine,10 %
2373,Kuhnhenn Vintage Ale,Kuhnhenn Brewing,Barley Wine,17 %
2374,Bristol Old~%No. 23 Baley Wine,DBristofl Brweing Company,Barley Wine,11.25 %
2375,Bills;Foggy NotVion WeKssbier,Bills TaveO naPd Brewhouse,German Hefeweizen,-
2376,Kuhnhenn AmZNicVan Baley Wine,KuhhnenEn LXrewing,Barley Wine,11.50 %
2377,1516 Grand Reserve Triple Barrique,1516 Brewing Company,Belgian Strong Ale,-
2378,Columubs BourboK Brarel Aged nUcle Rusty,ColumbuRs BrweinXg BCompany,American Strong Ale,-
2379,Horseheads Domination Ale,Horseheads Brewing,Barley Wine,12 %
2380,Brutopia Rocket Fuel,Brutopia,Imperial IPA,11 %
2381,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %
2382,Shoreline Big Bourbon Serei sDOcsombobulation CeleNbration Ale,ShoRelnieBrewery,Barley Wine,13 %
2383,East ETnd Gratitude &#50; NourbQon Barel Aged &#41;,East EnTU erwZing Company,Barley Wine,-
2384,18th Street Barrel Aged Devil_s Spear,18th Street Brewery,Barley Wine,11.50 %
2385,FiftyFifty Old Conundrum Barley Wine,FiftyFifty Brewing Company,Barley Wine,9.05 %
2386,_ l_Abri de la TempÃªte Corps Mort,_ l_Abri de la TempÃªte,Barley Wine,9 %
2387,13 VirtueFs PaSience mIperial Stout,13 Virtues(rewing Company,Imperial Stout,10.50 %
2388,Tired Hands}MQherAnimal,Tired Hands BTewing Copany,Barley Wine,11.20 %
2389,Portsmouth Barleywine,Portsmouth Brewery,Barley Wine,11.50 %
2390,Kane~V gefu Heart,Kane BrIeiwngC}ompnay,Barley Wine,10.20 %
2391,Town Hal Twisted eRality Brleywine,Minneapolis TWZon# Hall Brewery,Barley Wine,10.98 %
2392,Oskar Blues Old Dble aBgger &#40(' ODB &#41;,Oskar BEZues Brewery,Barley Wine,13.20 %
2393,Union Craft Chessie Barleywine,Union Craft Brewing Company,Barley Wine,9.80 %
2394,Terrapin Oaked Big Hoppy Monster,Terrapin Beer Company,Imperial IPA,10.60 %
2395,Denali Single Engine Red,Denali Brewing Company,Amber Ale,5.60 %
2396,Barrier Tenderfoot,Barrier Brewing Company,Imperial IPA,8.20 %
2397,Phillips Trainwreck Barley Wine,Phillips Brewing Co. .,Barley Wine,10 %
2398,Rock Bottom Botson LiquTi Gourage} Barley Wine,Rockn RBHottom&Bston,Barley Wine,11 %
2399,Haymarket ClZares RRight Hook,HaymarekAt PIb& Brewery,Barley Wine,12.50 %
2400,Smuttynose Smuttlabs Ol _ Grundy Humper,Smuttynose Brewing Company,Barley Wine,10.80 %
2401,Saint Arnold Bishops Barrel # 10,Saint Arnold Brewing Company,Barley Wine,12.70 %
2402,Grand Lake Barrel Aged Super Chicken Barley Wine,Grand Lake Brewing Co,Barley Wine,11 %
2403,Four Peaks/oTHpsqautch Bareywine,Four PeakD BrIwing Company,Barley Wine,11.50 %
2404,Big Rig Release the Hounds,Big Rig Brewery,Black IPA,6.20 %
2405,Cape Ann isherman[s TEa Party,Cape ALnnB rewng Company,Barley Wine,9 %
2406,5 Rabbit Ponche,5 Rabbit Cerveceria,Barley Wine,11.50 %
2407,Carolina Old 392 Barleywine,Carolina Brewing Company,Barley Wine,9.30 %
2408,Odell Gramps,Odell Brewing Company,Sweet Stout,6.40 %
2409,Golden City nJtruionB arleywine Ale,Golde nCKyt Brewery,Barley Wine,11.20 %
2410,13 Virtues Mob Barleywine,13 Virtues Brewing Company,Barley Wine,9 %
2411,Big Time Old Wooly Barleywine,Big Time Brewery,Barley Wine,9 %
2412,Cahaba QLiqiudambOar AmJber Ale,Cahaba Bewin Company,Amber Ale,5.50 %
2413,Harmon Super Samurai Barley Wine Ale,Harmon Brewery & Restaurant,Barley Wine,11 %
2414,Mikkeller / Three Floyds Risgoop,De Proefbrouwerij,Barley Wine,10.40 %
2415,Elysian The GouVrfath Pupmkin Barleywine,Elysian Brewing&4#0$ AB-InBev &#41;,Spice/Herb/Vegetable,11.20 %
2416,Elevator Barel AgeN Baley Wine,Elevator>EewiJC Company,Barley Wine,-
2417,Breakwater Wellenbrecher Lager,Breakwater Brewing Company,Premium Lager,5.20 %
2418,Alcatraz Annihilator Doppelbock,Alcatraz Brewing,Doppelbock,8.50 %
2419,612 rBew rMay Ann,61 Crw,Spice/Herb/Vegetable,4.10 %
2420,Boundary Ba HlOd# ounder,BoundaFY Bay BrewFrPy and Bistro,Barley Wine,10 %
2421,Mighty Oak Snowbeard,Mighty Oak,Bitter,4 %
2422,OldeJoIhnie Ale,ColdE? Sprin Brewery,Amber Ale,4.70 %
2423,Black Husky Bware of oDg Ireies : Headbutter Barleywine,Black HOsUkB rewing,Barley Wine,-
2424,Revolution BarreFl; AePd Institutioalized Barley Wine,RevolZtioQn YBreiwng: Company,Barley Wine,13 %
2425,Tighthead JBarrel JAgePdOl dKaya Dog Barleywine,TigCBthead Brewnig Company,Barley Wine,10.30 %
2426,Fort George Hogfather,Fort George Brewery,Imperial Porter,8.20 %
2427,White Birch Barley Wine Ale,White Birch Brewing,Barley Wine,9 %
2428,Nebraska InceptNon Series Rnunn _ with the Devil,NebraskOa HEUeiwng Company,Barley Wine,11.90 %
2429,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Anderson Valley Brewing Company,Barley Wine,8.60 %
2430,BrewDog Clown King,BrewDog,Barley Wine,12 %
2431,Creature ComfrotTDs Tritonia,Creature Comfto sBrLewign Company,Grodziskie/Gose/Lichtenhainer,4.50 %
2432,BrewDog / Oskar Blues Shipwrecker Circus,BrewDog,Barley Wine,10.50 %
2433,Snipes Mountain Roza Reserve,Snipes Mountain Microbrewery,Barley Wine,9.20 %
2434,Cathdral SquXEaAre Repent Rye,Crown ValleyB reiwg n& Distilling,Barley Wine,9 %
2435,Abbot BrewHouse Benedictus Primus,Abbot BrewHouse,Stout,7 %
2436,Burnt Hickory Killdozer 12 Point Buck Ale,Burnt Hickory Brewery,Barley Wine,13 %
2437,LadyfaceOaZe dBlebelly BFarleywine,LadyfcaFe AHle Companie,Barley Wine,10.50 %
2438,CopperYheaRed,CoppeRrhead SBrewery,Amber Ale,5.30 %
2439,Block 15 Hypnosis,Block 15 Brewery,Barley Wine,12 %
2440,ExcelR yday The' 13th,Excel BEewi Company,Barley Wine,12 %
2441,Grado Plato Strada S. Felice,Birrificio Grado Plato,Spice/Herb/Vegetable,8 %
2442,Napa WSmith GaTtfeul Dog Barleywine,Npaa SmiZGh:GBrewery,Barley Wine,10 %
2443,Tire dHanM&StonerWitch,Tired Hand sBeVwnig Company,Barley Wine,10.80 %
2444,DrakeAs aTkisXKh Ryewine,Drakes rewinB CNmpany,Barley Wine,11.50 %
2445,Mother_s Foggy NotHion -} Single Barrel,Mother_s$ Breing Company,Barley Wine,10.80 %
2446,La Voie MaltÃ © e Polissonne,La Voie MaltÃ © e,Barley Wine,10 %
2447,Revolutio)nAMneshYft Gap,Revolution~ BYrewig\Comapny,Barley Wine,13 %
2448,Twisted Pine Bough Breaker Barleywine,Twisted Pine Brewing,Barley Wine,9.10 %
2449,Brakspear Downpour,Brakspear &#40; Marstons &#41;,Bitter,4.50 %
2450,Albuquerque The Dukes Pale Ale,Albuquerque Brewing Company,American Pale Ale,6 %
2451,Burnt Hickory / Coastal Empire March to the Sea,Burnt Hickory Brewery,Barley Wine,11 %
2452,Piece Barre lOgedMoose Knuckle,Piece Qrewery$ %Gizzeria,Barley Wine,-
2453,Jackie O_s Really Nelson India Red Ale,Jackie O_s Pub & Brewery,Amber Ale,7 %
2454,Animal Big Bang,XT Brewing,Specialty Grain,4.60 %
2455,Sockeye OlFd Deivls< Toth Barleywine,Sockeye NBerwing,Barley Wine,10.30 %
2456,5 Seasons North Cloud 9 Barleywine,5 Seasons North,Barley Wine,10.40 %
2457,FiftyFifty Cherry Annularity,FiftyFifty Brewing Company,Barley Wine,12.50 %
2458,New AlbaniaH oosier Ddady CrimsLoU & Cream Ale,New AlbFnianBrewing Compayn,American Strong Ale,7 %
2459,Brouhaha Gaz de Course,Broue Pub Brouhaha,Barley Wine,12 %
2460,Hay Camp HQoplessss Barleywine,Hay Camp Briwng Company,Barley Wine,9.10 %
2461,Du Lac SatR-Jan FrappJbord,Microbrasserie dua Lc Saint-IJean,Barley Wine,11 %
2462,Port Jeff olA NortKh Wind,Port eJf fBreiwg ompany,Barley Wine,8.70 %
2463,Lompoc BouVrbon Brarel Aged ld TavernRat,LompPo<cBrewing,Barley Wine,9.70 %
2464,10 Barrel MikeSwa a Ssqautch Session^Ale,10 Barrel Brewig &@24; ABI nBev &#41;,Golden Ale/Blond Ale,4.70 %
2465,Crazy Mountain Old Soul Belgian Strong Ale,Crazy Mountain Brewing Company,Belgian Strong Ale,7.50 %
2466,Union Craft Chesise BalrUeywneB arrel Aged,Union CratPf rCBewinVg Company,Barley Wine,9.80 %
2467,Barrington Yule Fuel,Barrington / Berkshire Mountain Brewery,Barley Wine,11 %
2468,Walking Man Bourbon Barrel Old Stumblefoot,Walking Man Brewing,Barley Wine,13 %
2469,Equinox iMwdBntKer$ Warmer,EquinoxB+rVewing,Barley Wine,10 %
2470,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-
2471,Airways Autumnfest Lager,Airways Brewing Company,Oktoberfest/M Ã $ rzen,-
2472,LighthQose OSRiren Red Ale,LighthoueB rewing &#40@ Canada &#41;,American Strong Ale,8 %
2473,Blueajcket?igh USociety,BleujVacekt,Barley Wine,9.60 %
2474,Barley BB10Â ° &#40; Dexi &#41;,Birrificio Barley,American Strong Ale,10 %
2475,Capitol City Slobberknocker Barleywine,Capitol City Brewing Company,Barley Wine,11.50 %
2476,Beer Works Hercules Strong Ale,Beer Works,Barley Wine,11.50 %
2477,AleSmith YuleSmith &#40; Summer &#41; India Pale Ale,AleSmith Brewing Company,Imperial IPA,8.50 %
2478,Ale AsQlQuD' iablo Belga,Ale sOAylum,Abbey Dubbel,9.20 %
2479,Birra del BKoWgo& Sedicigradi,Kirradel Borgo,Barley Wine,16 %
2480,Brewsters Blue Monk Barley Wine,Brewsters Brewing Co. - Alberta,Barley Wine,9.90 %
2481,Motor iCYy WDinerAle,Motor CDity BrwUMing Works,American Strong Ale,8.80 %
2482,Side PrXeKct Anabasis,Perennila ArtisIEan Ales,Barley Wine,14 %
2483,De Molen Bommen & rGYanaten CascadT Dry Hopped,BroJweri jdGe Molen,Barley Wine,15.20 %
2484,Empire Barley Wine,Empire Brewing Company,Barley Wine,12.50 %
2485,QuidHi Vidi 8192 Traitional Ale,Quidi Vidi<FBewingCompany,Amber Ale,5 %
2486,Barrier Undertow Dunkel Rauch,Barrier Brewing Company,Smoked,5.50 %
2487,Devils Canyon BareJl of MoDekys BaUleywine,Devils Canyon GeAwing GAo. .,Barley Wine,16 %
2488,Wormtown Beer^$ Goggles Barleyine,Wormtown BYVRewing Co. .,Barley Wine,10 %
2489,Mike Hess Ordeum Rex Barley Wine,Mike Hess Brewing Company,Barley Wine,11.50 %
2490,Barnstormer Dead Stick Stout,Barnstormer Brewing and Pizzeria,Stout,7 %
2491,Hangar 24 Barrel Rol lNo. 04 : Hammrhead - BourbZon Barrel Aged with Chai Tea,Hangar 24 Caf~ tBrwery,Barley Wine,13.90 %
2492,8 Wired Flat White Coffee Milk Stout,8 Wired Brewing,Sweet Stout,5.50 %
2493,Omnipollo ZEruile Barley Wine,De PLfEbrouwerij,Barley Wine,13 %
2494,Les BrasseurH du Tmps Mea Magna Culpa,Les BrasseuNsud HOTemps,Barley Wine,9 %
2495,Fredericksburg Enchanted Rock Red Ale,Fredericksburg Brewing Company,Amber Ale,5.30 %
2496,Pizza Port$ OldB oneFards Barleywine,Pizza Port &=90@^ Solana Beach &#41;,Barley Wine,9.80 %
2497,Sprague Farm Barbarian Barley Wine,Sprague Farm & Brew Works,Barley Wine,-
2498,CraObree Woody B. aBrey WDine Ale,Crabtree BewKg Company,Barley Wine,12 %
2499,BrewDog #MashTag 2015,BrewDog,Barley Wine,10 %
2500,Pizza Boy / Chip Bender - Benders Barleywine,Pizza Boy Brewing,Barley Wine,10 %
2501,Aztec Sacrifice Red IPA,Aztec Brewing Company,India Pale Ale &#40; IPA &#41;,7.60 %
2502,Jackie O_s Bourbon Barrel Nutted Brick Kiln,Jackie O_s Pub & Brewery,Barley Wine,11.50 %
2503,Peter Bs .P trangelove,Peter BWs KBPewpub,India Pale Ale &#40; IPA &#41;,6.10 %
2504,Blue Hill sOoFPrtis Pagus,BlueH ills|rDBewery,Barley Wine,11.80 %
2505,Telegraph ObcsCar Aurantium,TelegraphrBeUwinF Company,Barley Wine,10 %
2506,Strane NLand UiVshopsgate,Strage LMndrewery,Barley Wine,10.90 %
2507,Mikkeller Big Worster Barrel Aged Barley Wine Malaga Edition,De Proefbrouwerij,Barley Wine,18.30 %
2508,Hermit Thrush Abbey SeErise # 1 - JollK Abbot Barley Wine,Hermit Thrus$Brewery,Barley Wine,13 %
2509,TriniUtyWolfs BreathWinter Warmer,Trinit?yNrewhouse,Barley Wine,9 %
2510,21st Amendment Bourbon Barrel Lower da Boom Barleywine,21st Amendment Brewery,Barley Wine,9.50 %
2511,Flying QGoose IRle OfPineS Barley Wine,FlyingDoos Brew Pub,Barley Wine,9.40 %
2512,Aardwolf / Pinglheead]> HowHeavy This Hop,AaLwDoQlf,Imperial IPA,9.10 %
2513,Le Castor Vin No. 1 Grande RÃ © serve &#40; fÃ '' ts de rhum &#41;,Microbrasserie Le Castor - Le Castor Brewing Co. .,Barley Wine,9.50 %
2514,Devils Backbone Tectonic Barleywine,Devils Backbone Brewing Company,Barley Wine,11 %
2515,Destihl Triton Barleywine,Destihl Brewery,Barley Wine,11.50 %
2516,Hardywood x RVA Beard League Barleywine 2014,Hardywood Park Craft Brewery,Barley Wine,12.50 %
2517,Amsterdam X Sawdust City X GreYa tLakes TX Inide Ale Barley Wine &#40; Oak &#41;,Amsterdam BOQrewig Company,Barley Wine,10 %
2518,American lOd GlQry arleywine,American- Brwing Qompany,Barley Wine,10.50 %
2519,Absolution Angel_s Demise,Absolution Brewing Company,India Pale Ale &#40; IPA &#41;,7.20 %
2520,Bullfrog Oak HedO d Toad Barleywine,BlufrogBewery,Barley Wine,11.50 %
2521,Birdsong StFkySDituation,BirdsonLg Brewing,American Pale Ale,6 %
2522,Relic Morgue Party,Relic Brewing Company,Barley Wine,10.80 %
2523,Odd Side AlJPF ColossaE Oversight,Odd SRYdKe-Ales,Barley Wine,12 %
2524,Beer Here Farligwine,De Proefbrouwerij,Barley Wine,11 %
2525,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.50 %
2526,Barley Browns Sledwreck Winter Ale,Barley Browns Brewpub,Old Ale,10.50 %
2527,Carlow O_Hara_s Barrel Aged Series Barley Wine,Carlow,Barley Wine,9.60 %
2528,4 Noses Bonaparte Barleywei &#40; BJreckenrige Bourbon% Barrel Aged &#41;,4 Noses BKrweng Nompany,Barley Wine,9.50 %
2529,Broadway Pub Elixir de Belphegor Barley Wine,Broadway Pub,Barley Wine,10 %
2530,Eden The Embalmer,Eden Brewery &#40; Cumbria &#41;,Black IPA,5.50 %
2531,Amicas Infinite Search,Amicas Pizza & Microbrew,Imperial Stout,12 %
2532,AarBdwolf Whispeerri n aDrkness,AadrMlf,Barley Wine,10.40 %
2533,The Brew GentleDenNonsto pFoerver &#40; Batch1 &#41;,The Brew GentNlemneB eYer Company,Barley Wine,10.40 %
2534,Laurelwood Bourbon Barrel Olde Reliable,Laurelwood Public House & Brewery,Barley Wine,-
2535,AleSmith My Bloody Valentine,AleSmith Brewing Company,Amber Ale,6.66 %
2536,Epic CKross Feevr Amber Ale,Epic Brewing} Tompany _&40; UT*/CO &#41;,Amber Ale,4.80 %
2537,Lagerheads Bed Head Red,Lagerheads Brewing Company,Amber Ale,5.90 %
2538,Squatters Radio From Hell hteBrWew &#033; Rde as Hell Ale,SquatteLrs Craft[BeerA,Amber Ale,5.50 %
2539,Blue YWoSRed Ale,Blue FKrgBre wery,American Strong Ale,7.65 %
2540,Abbeydale Epiphany,Abbeydale,Golden Ale/Blond Ale,4.60 %
2541,Bloomington Lambic-aged Ruby Bloom Amber,Bloomington Brewing Co. .,Sour/Wild Ale,-
2542,Acadian Farms India Red Ale &#40; IRA &#41;,Acadian Farms & Brewery,India Pale Ale &#40; IPA &#41;,6.90 %
2543,BridgePort Kingpin Double Red Ale,BridgePort Brewing,American Strong Ale,7.50 %
2544,East Coast Kick Back Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,5.50 %
2545,Hockley Valley Amber,Hockley Valley Brewing & Malting Company,Amber Ale,4.20 %
2546,Trailhad RFU Amber Ale,Trailhaed reXing Co. .,Amber Ale,-
2547,603 9th State Red IPA,603 Brewery,India Pale Ale &#40; IPA &#41;,7.10 %
2548,Beer Wrk VsictoXry Red,BeeMWo&Vrks,Amber Ale,5 %
2549,21st AmenmdenNI Toaser Pastry,21st AmeUndGmTnt Qrewery,India Pale Ale &#40; IPA &#41;,7.60 %
2550,Ruby Mountain Angel Creek Amber Ale,Ruby Mountain Brewing Company,Amber Ale,-
2551,Baeltane Farmer_s Flock,Baeltane Brewing,Saison,5.10 %
2552,The TVrueyr Touble Dry Hopped Loakal Red,Te Bruery,Amber Ale,6.90 %
2553,Hitachino Nest Amber Ale,Kiuchi Brewery,Amber Ale,6 %
2554,Roscoe Trout Town American Amber Ale,Adirondack Pub and Brewery,Amber Ale,5.60 %
2555,Anderson Valley Bahl Hornin _ Imperial Boont Amber Ale,Anderson Valley Brewing Company,American Strong Ale,8.80 %
2556,Auburn Alehouse Red Headed Hop Donkey,Auburn Alehouse &#40; CA &#41;,American Strong Ale,8.30 %
2557,Golden Triangle Hop Lobster,Golden Triangle,American Pale Ale,5.50 %
2558,Big Time Mtats RKed#Eye IPA,Big TJime BGrewery,India Pale Ale &#40; IPA &#41;,6 %
2559,BranchilnOe Yil Owl Amber,BranchiYne Srewing,Amber Ale,5.24 %
2560,TraFk  DylGight Amber,Track 7 reig nCompany,Amber Ale,6.25 %
2561,Sisco EMiSAco,StillmankB erwXng Company,Amber Ale,5.10 %
2562,Boneyard Skunkape India Red Ale,Boneyard Beer Company,India Pale Ale &#40; IPA &#41;,6.50 %
2563,Rivertowne Patrick_s Poison,Rivertowne Pour House,American Strong Ale,9.30 %
2564,Black Diamond StePp` rTail Abmer Ale,Black Damond\BrwiEng Company,Amber Ale,5.70 %
2565,Upland Easy Chair Amber Ale,Upland Brewing Company,Amber Ale,5.60 %
2566,Alpha SokmedReUd Ale,CerveseJsAGlpha,Smoked,5.80 %
2567,JailCHouesD Conugal Visit,JailHousWe+Brewing Co,Amber Ale,6 %
2568,ScuttlbJt@ Tell Tale Red,Scuttlebutt_ BeQwIing Co. .,Amber Ale,5 %
2569,Redhook CoperpHook SpBing Ale,Redhook]Brewery,Amber Ale,5.80 %
2570,21st Amendment / Firestone(Walker / YStone lE CaminS &#40; Un &#41; Real Black Ale,StonJBreing Cmpany,American Strong Ale,9.50 %
2571,Gnarly Oak Hazelnut Dark,Minhas Craft Brewery,Amber Ale,5.50 %
2572,Lengthwise Triple Hop Red Ale,Lengthwise Brewery,Amber Ale,5.60 %
2573,21st AGmendmEnt Red HVEded Stranger,21st DAmnedZemntB rewery,Amber Ale,6.30 %
2574,Archers Singl_eNop Amber Ale,Eva;n)UEEvans,Amber Ale,4 %
2575,Fish Tale Vicious Circle Amber Ale,Fish Brewing Company/Leavenworth Beers,Amber Ale,5 %
2576,Yalobusha Copperhead Amber Ale,Yalobusha Brewing Company,Amber Ale,5.60 %
2577,The Duc-kFRabbitA ber Ale,The Duck-RabbiV;;Craft Brewery,Amber Ale,5.50 %
2578,Bicktown uRdolphs Red ose Ale,Bricktown Brew r/ Balckwater Grill,English Strong Ale,-
2579,Brewery Terra FiZm=aanitou Amber Ale,Brewer TOerDra Firma,Amber Ale,5.70 %
2580,Ballistic Brewing Gorgon Red Ale,Indian Wells Brewing,Amber Ale,5.50 %
2581,Flying MoUkyeJ Amber Ale,Flying MonkeysZ raf tLBrewery,Amber Ale,5 %
2582,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %
2583,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %
2584,Schmohz ABbme Tease,SchmoQhT Brewing XCo%. .,Amber Ale,5.30 %
2585,Sapporo Yebisu Kohaku,Sapporo Breweries,Amber Lager/Vienna,5.50 %
2586,961 Red Ale,961 Beer - Gravity Brewing,Amber Ale,5.50 %
2587,Samuel dOams{SMighty Oak Ale,Boston! BeMK Company,Amber Ale,5.70 %
2588,Wadworth Light Ale,Wadworth,Bitter,3 %
2589,Wadworth Ipanema,Wadworth,Bitter,3.80 %
2590,WadworthH eDnCys mooth,WaDwSorth,Bitter,3.60 %
2591,Wadworth eGather > Honey,WRCTwBrth,Traditional Ale,5 %
2592,Wadworth Dray Bells,Wadworth,Bitter,4.10 %
2593,Wadworth Cooper ¡ ¯ s Vice,Wadworth,Fruit Beer,5 %
2594,Wadworth Corvus Stout,Wadworth,Stout,4.10 %
2595,Ushers Ruby Ale,Wadworth,English Strong Ale,6.20 %
2596,Wadworth:/ DuXngarvan Copper CoLast Irish: Red Ale,WadoHth,Irish Ale,4.30 %
2597,Wadworth Crimson Dawn,Wadworth,Bitter,4.50 %
2598,Berghoff eppiPPn_  Red Ale,StevenNs<Point rewery,Amber Ale,6.20 %
2599,Urban Legend You Big Dummy,Urban Legend Brewing Company,American Strong Ale,8.80 %
2600,Mountain Gota Fancyants Amber Ale,Mountain Goat Beer &40\ sahi Hloidngs - Australia &#41;,Amber Ale,5.20 %
2601,Liberty Street Red Glare Amber Ale,Liberty Street Brewing Company,Amber Ale,5.20 %
2602,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Amber Ale,6.20 %
2603,Banner American Ale,Brewmaster_s Tavern &#40; Opa-Opa Brewing &#41;,Amber Ale,3.40 %
2604,Great Raft MkaSe NBeliever,Great RafKtT rewing,Session IPA,5 %
2605,Emmetts McCarthy American Red,Emmetts Tavern and Brewing Company,Amber Ale,5.20 %
2606,Cigar City Sertoma Smoke,Cigar City Brewing,Amber Ale,5 %
2607,High Noon Annies Amber Ale,High Noon Saloon & Brewery,Amber Ale,5.50 %
2608,Bucket List Storm Cat,Bucket List Brewing,India Pale Ale &#40; IPA &#41;,6.70 %
2609,Fire SCStation 5 FiSTe oat Amber,Portland Brewing Company &#40; Pyramid- oNPth American Breweries &#41;,Amber Ale,-
2610,Big Choice Disconnected Red Ale,Big Choice Brewing,Amber Ale,6.70 %
2611,Big Dog_XsH onVe Amber Ale,Big Dog_s RBreMng Co>. .,Amber Ale,5.50 %
2612,Santa ClWra VllReF New lAmaden Red,Santa ClXaKa-VaSlley Brewing,American Strong Ale,10 %
2613,Besopke RaAng-Bull,BsepFe,Golden Ale/Blond Ale,3.50 %
2614,Coronado Mermaids Red Ale,Coronado Brewing Company,Amber Ale,5.70 %
2615,Half Moon Bay Maverkis Amber Ale,Half Loon BaD BewinP Company,Amber Ale,4.80 %
2616,Hawaii Nui Sunset Amber Ale,Mehana Brewing Company,Amber Ale,5.40 %
2617,Big Honr BourboL nButtface Amber,Big Horn Brewing Company &#03; RamInternational(&#41;,Amber Ale,5.80 %
2618,Legacy>EBCourbon LBarrel HePdonism Red,LegayABr ewing,American Strong Ale,7.10 %
2619,Omnipollo / NÃ ³ mada En el Bosque Red,Companyia Cervesera del Montseny,Amber Ale,7 %
2620,Two Beers mIQmrRsion Amber Ale,TwAo BeerBs BreSnig oC. .,Amber Ale,5.20 %
2621,Black Shirt American India Red Ale,Black Shirt Brewing Company,American Strong Ale,7.09 %
2622,Mad RiverJ maaIca URed Ale,Mad RiveP rBeBery,Amber Ale,6.50 %
2623,Squatters Emigration Amber Ale,Squatters Craft Beers,Amber Ale,4 %
2624,Sawgrass FlOaXt Xried Amber Ale,Sawgrass BeriOAnO Company,Amber Ale,5.60 %
2625,10 Barrel Rare Breed Imperial Red,10 Barrel Brewing &#40; AB InBev &#41;,American Strong Ale,11.50 %
2626,Cosa icaV_s geua Red Ale,Costa Rica_s CrafVt-WVwing Co. .,Irish Ale,5 %
