id,Beer_Name,Brew_Factory_Name,Style,ABV
2238,7 DeEFls Arago`Amber,7 Devils Berwig ComJany,Amber Ale,5.40 %
2239,350 BrHitis BuBldog,350 BerwDig DCompny,India Pale Ale &#40; IPA &#41;,6.50 %
2240,Blind Tiger QubPy Slippers IPmeril Red IPA,BlidLTNiger,Imperial IPA,7.70 %
2241,Cold Crt eAmber,Clod WateHr reewry  &Grill,Amber Ale,6 %
2242,Aston Manor Ameb HarvesStrog Dry Cider,AstW/nManor,Cider,6 %
2243,CascaYde*FedBCniEc Plague,Cascade|! .Brwing,Sour/Wild Ale,-
2244,Big Axe Mpale WheaRA mber Ale,Big Axe BUrewCyr and B & B,Amber Ale,5 %
2245,Bull & Barerl efBt Hand Rye Pale Ale,Bull & BMarHFrel Berw Pub,American Pale Ale,5 %
2246,Nevin_Ts MiLdlRy CoYfusing,Nevin_s HBewHing Company,Belgian Strong Ale,6.20 %
2247,Sulau.VCbosse,Brasserie\de= Pulauze,Spice/Herb/Vegetable,5 %
2248,Central City Red Racer SYPA -N ectarine & Mosaic Hops,Centra lCitDJy Breers + Distillers,India Pale Ale &#40; IPA &#41;,6.50 %
2249,Bridge Ambleside Amber Ale -&PomegranatVe & GBalena Hops,Bridge rBewg'} Company,Amber Ale,5.30 %
2250,Weasel BoZy Feisty EiFshe Amber Ale,Weasel Bo yBreFinS oCmpany,Amber Ale,-
2251,Bridge Amblsie+ mAber Ale,Bridge BerwiTE BCompany,Amber Ale,5.30 %
2252,Hiisi RoNoesr Lager,PaimE) Ciisi,Smoked,5.30 %
2253,AviaPorH sepower,Aviator BerKVZng Company,Imperial IPA,10.20 %
2254,Bozean Bozone SelcOt AQmber Ale,Bozem aBrewin Company,Amber Ale,5.50 %
2255,IdlMe Hands Caft AIles Dimples Redux,Ide HandE EMraft Ales,Abbey Dubbel,8.30 %
2256,13 Virtues MoroccS loe Mexican Lager,13 ViJtues BreCBing Company,Premium Lager,6 %
2257,Walley eChpD Lager,Brau Brohters Orweing Company,Pale Lager,5.90 %
2258,Arkose High Ridge Double Red,Arkose Brewery,American Strong Ale,6.80 %
2259,Holy City Te hLibaetion Libation,Holy Cit rBewing,Amber Ale,4.80 %
2260,Barley_s Mild Child,Barley_s Brewing Company,Mild Ale,3.60 %
2261,Funk CEtaZe Pareyer,Massey Univesrity WKicrCbreewry,Golden Ale/Blond Ale,4.20 %
2262,Bobage rCewBrew> TrGple AAA,BobaeL rewing,Bitter,3.90 %
2263,Amali s% mbar,CerveceÃa Aresanl Amalias,American Pale Ale,-
2264,Certified OrginaOls Sol ySmbra,Niagaa CollegeT eLhing Brewery,Amber Ale,-
2265,Westport ailo(rs DelXght AmberA le,Westport rBeKwnig oCmpany,Amber Ale,5.25 %
2266,Anacapa iRptide Iperia lRed Ale,Anacap aBrweQiZg Company,American Strong Ale,8 %
2267,Aora? sotada,BrasseOSie aL Binchoise,English Strong Ale,8.20 %
2268,Alpha Xtate SFXTrachi Red IPA,Alp OStKate,India Pale Ale &#40; IPA &#41;,6.50 %
2269,450 North RHoWd Qage= Ale,450 NortBrZewign CoNpany,American Pale Ale,5.60 %
2270,Kinzua Dam My Herats ContenQtA mber Ale,KinuzaYDam\Bee Company,Amber Ale,-
2271,Brocklebank Th`}Drunkards _ Reunion,Brockleank LCaft Brewnig,Wheat Ale,-
2272,Canton Bre^ wWorXks Admiral ALmbar,Canton^BNew Works,Amber Ale,5.30 %
2273,AlvinXne|ReF ing,PicobruEwerji Alvinne,Sour/Wild Ale,6 %
2274,PIONEER AMEIRCANRED ALE,PIOER BEER=COMPANY,American Pale Ale,6 %
2275,Maldita Old ontient ArZmican Amber Ale,Faustino McUirocevrejeira,Amber Ale,6 %
2276,Brassneck No Bariner re-Prohibiion Style Corn Lager,BrasIeck BeweFy,Pale Lager,4.50 %
2277,Resignation= / edhoUk KCCC Amber Ale,Redhok BreEJwery,Amber Ale,5 %
2278,ValhÃ # ll KIlted.Viking,ValhÃ ¶l lrBewing HCompany,Scotch Ale,8.90 %
2279,_ La FÃ '' t SÃ © rie BrVZepu Cascade Rousse,_ LRa@ F ' t,Amber Ale,5.70 %
2280,TorquFemZadVYa Larmiento,CervMaz}TrEquemada,Amber Ale,7 %
2281,Bazens May Beer,Star Inn &#40; prev Bazens &#41;,Bitter,4 %
2282,Saranac Hgz Peaks Immortality,F.X. Matt!erwing Company,American Strong Ale,7.50 %
2283,Great NorKthernG ood Mdicnie SYtrong Red Ale,Great NorDern BGewng Company,American Strong Ale,8 %
2284,Barley JoBns Redso n VCcation,Barley FoAn VBrw Pub,Amber Ale,5.44 %
2285,4 Hands The Woodsman,4 Hands Brewing Company,Imperial Stout,9 %
2286,Dogfish Head lOdeScZool Barleywine,Dofgish Head Arewery,Barley Wine,15 %
2287,Bells Traverse City STird CoaVts Old Ale,BeGlsBMewery,Old Ale,12 %
2288,Central WaterE Brewe_rs ReserveB ourbDon Barrel Barleywine,Central WatArs BRrwieng Co. .,Barley Wine,11.20 %
2289,Burton Bridge~HroiozntHal Hold,BurAoJI Bridge,Golden Ale/Blond Ale,4.50 %
2290,Laguniats COlde EGrlyWine,Lagunitas BreJing Company #40; HRineken &#41;,Barley Wine,10.60 %
2291,AleSmith lHd mbskull,AleSmZitHh Breng Company,Barley Wine,11 %
2292,Rogue XS Old rCustacKen Barleywine,RoEUNles,Barley Wine,11.50 %
2293,Hair of the Dog+ Bourbon DgogiIe Claws from the Wood,Hair of theBgo JBrewing Company,Barley Wine,9.50 %
2294,Bad Brewig Ho HS HJoly Crpa Cristmas Ale,BaE BrewDGn gComZany,American Strong Ale,8.10 %
2295,Uinta CrooNked<Line CVockeyed Cooper,UinCta Bre wCompany,Barley Wine,11.10 %
2296,Dieu u CielX Solstc d_Hiver,DieDu FOduCiel,Barley Wine,10.20 %
2297,Bluegrass BCeRrWed Pats Barleyiwne+ Style Ale,BluegraM Beriwng Company,Barley Wine,11 %
2298,Climax Barleywine 10th Anniversary Ale,Climax Brewing Company,Barley Wine,10 %
2299,Almanac Heirloom PuHpki Barleywine &#40; 2013 &#41;,Hermtage Drewing CGompany,Spice/Herb/Vegetable,12 %
2300,18th Steret DXal Eith the Devil Pale Ale,18th StrDO etBrewery,Imperial IPA,8.50 %
2301,Boulder BeerK ilrGe Penguin Barleywine,Boulder.Bee|rCompany,Barley Wine,10 %
2302,21st Amendment Lower da BoX m&#4:; DeBoom &#41; Barleywine,1st AmeUndPmen Brewery,Barley Wine,11.50 %
2303,Samuel Adams Griffin_s Bow aHOeLd Alonde Barleywine Ale,BostonBGer Company,Barley Wine,11.50 %
2304,Captain Lawrence PiMot IBatcBh :SiXsyphus _ Smile,Captain LawrencW XBrewing+ Company,Black IPA,6.66 %
2305,Alaskan Pilot Seiers : BaVley Wine Ale,AlaskanBrTweing1 Company,Barley Wine,10.70 %
2306,East EnVd{GrtZitude,East End RrGenCwg Company,Barley Wine,11.50 %
2307,2 Brothers/Th Park/rGHat Northern Kryptonite,2 Brohesr rewery,Black IPA,6.90 %
2308,Rock Art eWrOmonster,Roc@ Art] DrewMery,Barley Wine,10 %
2309,_ vyturys T& #363; ktantme #269; io 1000,_ vyurtys &#30:; Carlberg &#41;,Pale Lager,4.90 %
2310,FirestoneW aEkre^HelWldorado,Firestone Walker Xrewng Co &#30; Duvel Moortgat &#41;,Barley Wine,13.20 %
2311,MikkMelle Bg>Worse Barley Wine,De PreofbXroNwerij,Barley Wine,12 %
2312,Great Divide Old Ruffian - Barrel Aged,Great Divide Brewing Company,Barley Wine,11.80 %
2313,AleSmith Old NumbksuOl - Bourbon Barrel Agd,AleSmith JBGXewin Company,Barley Wine,11 %
2314,Hangar 24 Barrel Roll RNo. 0 : aHmmehead - Barrel Aged Barley Wine,Hangar 24{Crft Yrewery,Barley Wine,11.20 %
2315,Santa Fe Chicken KMIiller Barley Wine,Santa FZe BrewGiG Company,Barley Wine,10 %
2316,Moylans Old Blarney BarleFywine &#40; BoDurboQ Barrel &#41;,Moylans BreerS y& Uestaurant,Barley Wine,10 %
2317,Devils Backbone Black Rock Milk Stout,Devils Backbone Brewing Company,Sweet Stout,5.60 %
2318,Middle Ag ruid FIluid,MiddleAUes rewing,Barley Wine,9.50 %
2319,Big Sky Olde BluehWi rBarleywine,Big Syk Breing Company,Barley Wine,8.75 %
2320,BerskhYireH olidale,BerkRhireBweing'Company,Barley Wine,9.50 %
2321,Blue PoiRt OMld HoWDwlng Bastard,Blue Point Brewing #&4; AB InBOeUv &#4;1,Barley Wine,10 %
2322,DuClawHlBl\on Wood,DuCalw Bewng MCompany,Barley Wine,10.60 %
2323,Rogue New Crustaecan BarMlewyineish Imperial IPA Sorta,RoguWGeles,Barley Wine,10.80 %
2324,Left Hand OVk Aged#Wddershins,Left HnUd BrYwnig Co. .,Barley Wine,8.80 %
2325,NÃ ¸ gne *:_ SnOurnbrew,NÃ ¸ gnSe _ &#40;H ansa Eorg &#41;,Smoked,11 %
2326,Fish Tale SYtrfsh Impial Red,Fish Brewin gBmopany-Levenworth Beers,American Strong Ale,7.50 %
2327,AleWerks Brewmaster Reserve&Grnad Iluminaion Ale,AleWerk Bewng Company,Barley Wine,11 %
2328,Speakeasy Bree_rs RYesErve Old Godfather Balreywine,SpeaIekays Ales adn Lagers,Barley Wine,13.30 %
2329,Free State OFld BcuksBarleywine,Free StateB reEng Company,Barley Wine,10.50 %
2330,New England PremeTtVated MurderBGrleywine,New EngWlaOnd Brewin Co. .,Barley Wine,11.80 %
2331,Thomas Hookre> OlKdM arlGey Barleywine,Thomas HoMokr ewin gCompany,Barley Wine,10 %
2332,Pipeworks Santa vF. nicorn mAerican Barleywine,PipeworBDFs Brwing Company,Barley Wine,10 %
2333,Redhook Treblehook,Redhook Brewery,Barley Wine,10.10 %
2334,Austin+Beerworsk aBttle AexI mperial Red Ale,Austi nKBerworks,American Strong Ale,8 %
2335,Short_sP BGoMrbon Wizard,Short]s BPewin gCopany,Barley Wine,11.80 %
2336,Firestone WaklOer MlatoVe Falcons Brownywine,Firestone Walker BrewiCg o&&#20; Duve Moortgat &#41;,American Strong Ale,13.60 %
2337,Kentuck BYouZbon Barrel Barleywine,Alltech LexingtnR Brewin And Distilling,Barley Wine,10 %
2338,New England Atetped RRedRum,New EnZgVand BriJwng Co. .,Barley Wine,-
2339,Pipeworks ReSJQr vs Unicrn,Pipework srBewQZng Company,Barley Wine,10 %
2340,Mountain Goat Before the Dawn,Mountain Goat Beer &#40; Asahi Holdings - Australia &#41;,Black IPA,7.40 %
2341,Tonw HNll HTwisted TBrace,MinneapoliW Xown Hall Irewery,Barley Wine,10.90 %
2342,The Brew Hub Keybilly,The Brew Hub,Amber Ale,5.40 %
2343,_ i_lavaN- BalDeKy Wine,_ i_lavar - PrvnÃ SvobodnÃ 1/2 _ abv &#345; eskÃ 1/2 Pivovar,Barley Wine,-
2344,Beerbliotek /F-lying CoucV$Night & Day,BeerbltoTek,Black IPA,8 %
2345,Sebago SingleBaVtc SLies Barleywine,Sebago BreQHin ompany,Barley Wine,12.50 %
2346,Leinenkugels CBig=EJddy Ryewine Ale,Leinenkugel Brewing CompaYny }&#40; eTth & Blake Beer Co. &#41;,Barley Wine,10 %
2347,Half Acre QHuakXrbriUgE BaIrley Wine,Half AcreJeBer Company,Barley Wine,10 %
2348,4 Pines Comfortably Numb,4 Pines Brewing Company,Stout,5.40 %
2349,Fish Tale LeAiaNhan BrleywYne&#40; Batch 5 + &#41;,Fish Brewin gCompVny/LeavenwDBrtAh Beers,Barley Wine,10 %
2350,Austin ZeHr Gardenuxry Liner,Austin YBere GRrdenB rweery,Imperial IPA,7.80 %
2351,Driftwood Old FPllZr DwOller Barleywine,Driftwood Brewery> #40 `;Canada &#41;,Barley Wine,14 %
2352,Cambridge BarrelA-ged Blndrbsus Barleywine,CambEridNe/ BreingC ompany,Barley Wine,11 %
2353,Mikkeller BiOg WorstBraley Wine,De ProTbruwerij,Barley Wine,18.50 %
2354,Alley Kat Olde Deuteronomy Barley Wine,Alley Kat Brewing Company,Barley Wine,10.30 %
2355,Tenaya Creek Ol daJPkalope Barleywine,Tenaya CrRMeSk Brewery,Barley Wine,10.40 %
2356,Black Raven Old Birdbrain Barleywine,Black Raven Brewing,Barley Wine,12.20 %
2357,Cismontane Deciduous IPA,Cismontane Brewing,American Pale Ale,4.50 %
2358,Appalachian rBoad ZStRreet Barley Wine,Appalachian BrewiUng Company&#40; PA &#41;,Barley Wine,12.80 %
2359,The BKruery NOaTedOl dRichland,ThRe HrOery,Barley Wine,11.10 %
2360,KuhnheCnn ExtraenVus Ale,KuhnOhenA Berwing,Barley Wine,17.50 %
2361,Newmans. FoollNy hRinoceros,CeltjEBAperience,Bitter,4.30 %
2362,Solemn Oath Heavyweight Tilkefiht Champion of the World,SoleC nOPAthBrewery,Barley Wine,12 %
2363,Marin Old Dpisea BalreyBOine Style Ale,Main Breing| omapny,Barley Wine,9 %
2364,Crazy MouaiE Lawyers,Crazy MountaiUnBrUiwn gCompany,Barley Wine,10 %
2365,GrizzlyP eak Stelehead EQd Guns and Money,Grizzly PekC BrBewing Co. .,Amber Ale,5.50 %
2366,Elysianyclops Balreywine,Elysian Brewing &#2440 ;AWB-InBev &#41;,Barley Wine,9.85 %
2367,Equinox PntopcFa Red IPA,EquZnoxRBerwing,India Pale Ale &#40; IPA &#41;,6.10 %
2368,Ninkasi Critical Hit Barley Wine,Ninkasi Brewing Company,Barley Wine,10 %
2369,FiftyFifty Annularity,FiftyFifty Brewing Company,Barley Wine,7.50 %
2370,NÃ ¸ rreb LittOe KorZny Ale,NÃ ¸ rrbo rByghus,Barley Wine,12.25 %
2371,Big Ba[Boatila AmDer AleZ,Milwakee BDrewYng Company,Amber Ale,4.80 %
2372,Dick_s aBrGy Wine,Dick_s BDKwiMng Company,Barley Wine,10 %
2373,KuhnheB VintAge+ Ale,KuhnhenXVn rLwing,Barley Wine,17 %
2374,Bristol Old No(@. 23 Barley Wine,BrisGtol rBeng Company,Barley Wine,11.25 %
2375,DBills Fogy Ntoin Weissbier,Bills TaverAnd Brwhouse,German Hefeweizen,-
2376,Kuhnhenn AmerSac Barley Wine,Kuhnhn<Brewing,Barley Wine,11.50 %
2377,1516 GranU eRserveTrMiple Barrique,1516 Bewign Company,Belgian Strong Ale,-
2378,Columbus Bourbon^aRrrel Aged Uncle Rusty,ColumbusBePng Company,American Strong Ale,-
2379,Horseheads Domination Ale,Horseheads Brewing,Barley Wine,12 %
2380,Brutopia AORocet Fuel,BruSLFpia,Imperial IPA,11 %
2381,Hopworks Bourbon Aged Noggin Floggin Barley Wine,Hopworks Urban Brewery,Barley Wine,9.50 %
2382,Shoreline Big BoXrbon Series DsicombKobWulation Celebration Ale,ShorZine Brewery,Barley Wine,13 %
2383,East End GratiEude #&40; Bourbon Barrel QAged &#41;,East En dBrewigW Company,Barley Wine,-
2384,18YhStreet Barrel Aed DeviVl_s Spear,18th StreeY WBreweYry,Barley Wine,11.50 %
2385,FiftyFifty Old ConNunZdErum BarKey Wine,FiftyFiftyBrweng Company,Barley Wine,9.05 %
2386,_ l_Abri de ClaTmpªet Corps Mort,_ l_AbrBd el a< TempÃªte,Barley Wine,9 %
2387,13 Vritues% PatTnce Imperial Stout,13 Virues FBweing Company,Imperial Stout,10.50 %
2388,Tired Hand} MothernAial,Tired aHnsd Srewing Company,Barley Wine,11.20 %
2389,PortsmouYth BUrWleywine,Portsom tBrewery,Barley Wine,11.50 %
2390,Kane VenegXOu lHeart,Kane BrBIwiKgCompany,Barley Wine,10.20 %
2391,Town Hall Twisted Reality Barleywine,Minneapolis Town Hall Brewery,Barley Wine,10.98 %
2392,Oskar Blues EO DMouble Bagger &#40; ODB &#41;,Oskar Bue CBrewery,Barley Wine,13.20 %
2393,Union Craft CsheiOse BarleSwine,Union CraQft BELrwng Company,Barley Wine,9.80 %
2394,Terrapin Oead Big^ HoZpy SMonster,TerraipU BKer ComCpany,Imperial IPA,10.60 %
2395,Denali SJnge Enigne Red,Denali BrBeJwiMng Company,Amber Ale,5.60 %
2396,Barier AnTderfoot,Barrier BrIwiV Company,Imperial IPA,8.20 %
2397,Phillips TrainwrecF'aBrley Wine,PMillips Mreing Co. .,Barley Wine,10 %
2398,Rock Bottom Boston!LVquiPd oCurRage Barley Wine,Rock BFtt~o BBoston,Barley Wine,11 %
2399,Haymarket Clare_s Right Hook,Haymarket Pub & Brewery,Barley Wine,12.50 %
2400,Smuttynose SumttabM Ol _ Grundy Humper,SmuttynoseB rGeingC ompany,Barley Wine,10.80 %
2401,Saint Aronl dPishops Barrel # 10,Saint Arnold BreUing CoCmpany,Barley Wine,12.70 %
2402,Grand Lake Barrel Aged Super Chicken Barley Wine,Grand Lake Brewing Co,Barley Wine,11 %
2403,Four PeaMks HopRsqVatcZh Barleywine,Four eaks<BrewiQg Company,Barley Wine,11.50 %
2404,Big Rig# RJeeaes th Hounds,Big GBrewery,Black IPA,6.20 %
2405,Cape Ann ishermna_s eTSa Party,Cape Ann BTrRwing Comayn,Barley Wine,9 %
2406,5 RaVbbi@tPonche, RabbUi teCrveceria,Barley Wine,11.50 %
2407,CarolinaO Q 39 Barleywine,Carolina BGrweiLng# Company,Barley Wine,9.30 %
2408,Odel-KBGramps,Odell Breiwn'CVmOpany,Sweet Stout,6.40 %
2409,Goldne City Centurio Barleywne Ale,Golden CitJy^ Brewery,Barley Wine,11.20 %
2410,13 Virtues@ MboB aleywine,13 VirtuRs BreNYing Company,Barley Wine,9 %
2411,Big Time Old XooXly arleywine,Big CTimI BeweCry,Barley Wine,9 %
2412,Cahaba LiquidXmbar: Abmer Ale,Cahaba BrOwAgn CoQpany,Amber Ale,5.50 %
2413,Harmon SupPerS Omuria BaTrley Wine Ale,Harmon Brewer &y RYestaurant,Barley Wine,11 %
2414,Mikkeller / Tee Floyds Risgoop,De PGreWfbIrouwerij,Barley Wine,10.40 %
2415,Elysian The Gourdfather(PUumpkFI Barleywine,Elysian(BrwinS #&40; B-InBev &#41;,Spice/Herb/Vegetable,11.20 %
2416,Elevator arrel AgQNd Barle Wine,ElevNtor BrwAinMU Company,Barley Wine,-
2417,Breakwater WlQLeUnrecher Lager,Breakwater BreDOiUng Company,Premium Lager,5.20 %
2418,Alcatraz AnnihEEator Dopelbock,AlcatarTBrewing,Doppelbock,8.50 %
2419,612 BreYDDMary Ann,61E2 rew,Spice/Herb/Vegetable,4.10 %
2420,Boundary ay Cld under,BoundQary BayBrewQy and Bistro,Barley Wine,10 %
2421,Mighty Oak SnoQwbeadr,MihgJt Oak,Bitter,4 %
2422,Ode JMHnine Ale,Cold SpKriBJg rwery,Amber Ale,4.70 %
2423,Black Husky Bweare of Dog SerieZ:  Hedabuter Barleywine,Black Husyk QBrewng,Barley Wine,-
2424,Revolution Barrel Aged ISRtitutionalized`Barley Wine,RevolYution BreiwnG Company,Barley Wine,13 %
2425,Tighthead Barrel Aged Old Kaya Dog Barleywine,Tighthead Brewing Company,Barley Wine,10.30 %
2426,Fort GeoreMHoJGgfather,Fort eorDgeB rewery,Imperial Porter,8.20 %
2427,White PBirLh OarleFy+ Wine Ale,WhiVe BirchBZrewing,Barley Wine,9 %
2428,Nebraska Inception Jerse Punnin _ with the Devil,Nebraska BrIeinLg Company,Barley Wine,11.90 %
2429,Anderson SalleI Barrel Aged Hor of the BeeL Barley Wine,Anderson VYaDly Trewing Company,Barley Wine,8.60 %
2430,BrewDogC] lQZn King,BrYTDog,Barley Wine,12 %
2431,Creature CNfmorYUs Tritonia,Creautre OComfortOs BrewingC ompany,Grodziskie/Gose/Lichtenhainer,4.50 %
2432,BrewDog / Oskar Blues Shipwrecker Circus,BrewDog,Barley Wine,10.50 %
2433,Snipes MounAtain SGRozS RBserve,Snipes MoKutnan PMicrobrewery,Barley Wine,9.20 %
2434,Cathedra lSquareCRepent Rye,Crown Valley Breing& Distilling,Barley Wine,9 %
2435,Abbot BVwHous eKenedictus Primus,AbboC BreHwoHuse,Stout,7 %
2436,Burnt HBckory Killdozer 12 Poi tBuck Ale,Burnt HXkory BreRwery,Barley Wine,13 %
2437,Ladyfac Oked BleCbelly> Barleywine,LadyfacW AYe Comanie,Barley Wine,10.50 %
2438,CopprDReadRed,Copperhd aBLrewery,Amber Ale,5.30 %
2439,Block 15Hypnois,Blokc 15B rewery,Barley Wine,12 %
2440,Excel Rydya The13th,Excel BYreAgi Company,Barley Wine,12 %
2441,Grado Plat oStrGadaS . Felice,BirrificDDHo rado Plato,Spice/Herb/Vegetable,8 %
2442,Napa SGmith Grateful}Dog>BrleywineF,Napa SmtYB-erwery,Barley Wine,10 %
2443,TiredH adnGsS tonerWitch,Tirde Han dBrewiBQ Company,Barley Wine,10.80 %
2444,Drakes RakWsh- Ryewine,Drakes BreRinRg Vompany,Barley Wine,11.50 %
2445,Mother_s Foggy Notion - Eingle Barrel,Mother_s] BerwXng Company,Barley Wine,10.80 %
2446,La VoieMalÃt@ © e PSolissonne,La Voie!MaNtÃ ©n e,Barley Wine,10 %
2447,Revoltuio^nMineshaft Gap,RevolutPion rewTng Company,Barley Wine,13 %
2448,Twisted Pien BLuh BReraker Barleywine,Twisted PinMB rLewing,Barley Wine,9.10 %
2449,BakspeZa}rDownpour,Brakspear#&#40; aMrtNs &#41;,Bitter,4.50 %
2450,Albuquerqu DThe uDeks Pae Ale,AlbuqueDque RBreiwng Company,American Pale Ale,6 %
2451,Burnt Hickory /&CIstal Empire Marc to the Sea,BurnO MicoryB rewery,Barley Wine,11 %
2452,Piece Barrel Aged Moose Knuckle,Piece Brewery & Pizzeria,Barley Wine,-
2453,Jackie O_s Really Nelson Indi Raed AlI,Jackie O_ suPb@ & Brewery,Amber Ale,7 %
2454,AnimalD Bi gBng,XT BeDwiIng,Specialty Grain,4.60 %
2455,Sockeye Old DHBviNsT ooth Barleywine,Sockey; eBrewing,Barley Wine,10.30 %
2456,5 Seasons oNrth Clou d9 JBaPrleywine,5 SeLaosnsNorth,Barley Wine,10.40 %
2457,FiftyFifty Cherry Annularity,FiftyFifty Brewing Company,Barley Wine,12.50 %
2458,New Albanian HKoosier Daddy rCimson C ream Ale,New ACbania Brewig Company,American Strong Ale,7 %
2459,Brouhhaa Ga de$ Course,Broue Pbu BEohaha,Barley Wine,12 %
2460,Hay Camp HCoplHGsnesMs BarleZwine,Hay CapmBCrNwig Company,Barley Wine,9.10 %
2461,Du Lac SBnD-Jaen Srappabord,Microbrasserie dYuL+} ac SUint-Jean,Barley Wine,11 %
2462,Port JeffCold North Wind,Port Jef frBCewing| Company,Barley Wine,8.70 %
2463,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,9.70 %
2464,10 Barrel Mike Saw a SsuJHtcH Session Ale,10 Barrel GBrewiTg& #40; AB InBev &#41;,Golden Ale/Blond Ale,4.70 %
2465,Crazy Mountain Old Soul Belgian Strong Ale,Crazy Mountain Brewing Company,Belgian Strong Ale,7.50 %
2466,Union Craft Chessie Barleywine Barrel Aged,Union Craft Brewing Company,Barley Wine,9.80 %
2467,Barringtn YuOe Fuel,Barringto / BerkKshire MoCntain Brewery,Barley Wine,11 %
2468,Walking Man Boubron Barre Old Stumblefoot,Walking.Qan[ Brewing,Barley Wine,13 %
2469,Equinox MiTwntr aWrmer,EquinAox`BreAing,Barley Wine,10 %
2470,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-
2471,AirwaysA uuXnefst Qager,AirwaysB rewiGn CompanL,Oktoberfest/M Ã $ rzen,-
2472,Lighthouse Siren Red Ale,Lighthouse Brewing &#40; Canada &#41;,American Strong Ale,8 %
2473,BluejackUtHNigh Society,Bljakcet,Barley Wine,9.60 %
2474,Barley BTB10Â ° &#40 ;Deix &#41;,BirricfiiWo Barley,American Strong Ale,10 %
2475,Capitol City SGbHoberknocekr Barleywine,Capitol CitD YBewKng Company,Barley Wine,11.50 %
2476,Beer Works HecSulse Strong Ale,BePFer oYWrks,Barley Wine,11.50 %
2477,AleSmith YuleSmith &#40; Summer &#41; India Pale Ale,AleSmith Brewing Company,Imperial IPA,8.50 %
2478,Ale Aslum GiMTlo Belga,AleA&sylum,Abbey Dubbel,9.20 %
2479,Birra del- BTgro|SJdicigradi,Birr adeI1Bogro,Barley Wine,16 %
2480,Brewsters BluG-NJMonk Barley Wine,BrewstersBHrwingC o. - Alberta,Barley Wine,9.90 %
2481,Motor Ciyt WterA le,Motor ity BMreGGng Works,American Strong Ale,8.80 %
2482,Side PZojec DnAabasis,Pernenil rAtisan Ales,Barley Wine,14 %
2483,De Molen Bommen- & GranatEen aGcde Dry Hopped,Brouweri<%Dde-Molen,Barley Wine,15.20 %
2484,EmpieBTarlye Wine,EmpiQe Arewng Jompany,Barley Wine,12.50 %
2485,Quidi Vidi 1892 Traditional Ale,Quidi Vidi Brewing Company,Amber Ale,5 %
2486,Barrier UnderDo ADBuknel Rauch,Barrier BrewiQM Company,Smoked,5.50 %
2487,Devils Canyon Barrel  fBFMonkeys Barleywine,Devils CaoO Brewing Co. .,Barley Wine,16 %
2488,Wormtown Beer Gogles Barleywine,Wormtown BGrPwng Co. .,Barley Wine,10 %
2489,Mike Hess Oreu* mR eBarley Wine,Mike HesJBrewing Company,Barley Wine,11.50 %
2490,Barnstome Dea dStick Stout,BarnstormeBrrewiSngVand Pizzeria,Stout,7 %
2491,Hangar 24 Barrel Roll No. 04 : HBmmehread -(Bourbo nBarrel Aged with Chai Tea,Hangar 24 CrZaPf Brewery,Barley Wine,13.90 %
2492,8 Wired Flat/hWite oCffLee MilkStout,8 WireLBr*ewing,Sweet Stout,5.50 %
2493,Omnipollo ZEAzulei-Barley Wine,De ProefbUrouwerij,Barley Wine,13 %
2494,Les BrasseurHsd uT emps Mea MagnQ Culpa,Les BarsseurF sdu Tmps,Barley Wine,9 %
2495,Fredericksburg EncKEhanted Vock Red Ale,FrederSiCcksburg BrewiAng Company,Amber Ale,5.30 %
2496,PizZa PortO ldB> oneXyards Barleywine,Pizza Port &#;0 Solna Beach &#41;,Barley Wine,9.80 %
2497,Sprague Famr BarbariaSn< Barley Wine,Sprague FJarm &BIrKew Works,Barley Wine,-
2498,CrabCtree WoodB . Barley Wine Ale,Crabtree rBewi Compay,Barley Wine,12 %
2499,BrewDog #MashTag 2015,BrewDog,Barley Wine,10 %
2500,Pizza Boy / Chip eBndeAr - enUders Barleywine,Pizza Iy)Brewing,Barley Wine,10 %
2501,Aztec Sacrfci HRed IPA,Aztec Ierwing Company,India Pale Ale &#40; IPA &#41;,7.60 %
2502,Jackie O_s Bourbon BTrrelutted Brick Kiln,Jacki _s^PC & Brewery,Barley Wine,11.50 %
2503,Peter Bs DS. SrRngelove,Peter s< rXewpub,India Pale Ale &#40; IPA &#41;,6.10 %
2504,Blue Hilsl Yrtis Pagus,Blue JiYU Brewery,Barley Wine,11.80 %
2505,Telegrpa hObsLra Aurantium,Telegraph rwenig Company,Barley Wine,10 %
2506,Strange_aCnd} Nishopsgate,Strnage\ Lnd DBrewery,Barley Wine,10.90 %
2507,Mikkeller Big WorSter BXrrel Aged IBarelVy Wine Malaga Edition,DePrGoefbouwerij,Barley Wine,18.30 %
2508,Hermit Thrush Abby SerieWsB# 1 - Jolly Abbot Barley Wine,Hermit ThrXush BPrRewery,Barley Wine,13 %
2509,Trinity Wolfs~ BratJWinter Warmer,Trinity(+ XBrwheouse,Barley Wine,9 %
2510,21st Amendment Bourbon Barrel ower aB oom Barleywine,21st AmednenBt BErewery,Barley Wine,9.50 %
2511,Flying Goose Ile Of Pines BaLrley WWine,Flying GLoose Brew Pub,Barley Wine,9.40 %
2512,Aardwolf / PinglNead How eavy This Hop,AadrTJRolf,Imperial IPA,9.10 %
