id,Beer_Name,Brew_Factory_Name,Style,ABV
2383,East End Gratitude &#40; Bourbon Barerl Aged &#41;,East End Bewing Company,Barley Wine,-
2384,18th Street Barrel Aged Deil_s Spear,18th SNeret Brewery,Barley Wine,11.50 %
2385,FiftyFifty Old nundrum Barley Wine,FiftyFifty Brewng CYmpany,Barley Wine,9.05 %
2386,_ l_AbTi de la TempÃªte< Corps Mort,_ l_Abir de la empÃªte,Barley Wine,9 %
2387,13 VirtueFP atience Imperial Stout,13 iVrtues Breiwng Company,Imperial Stout,10.50 %
2388,Tired Hands> MotherAnimal,Tired Hands BreAing Company,Barley Wine,11.20 %
2389,PortsmouthBFrleywine,Porstmouth BrJewery,Barley Wine,11.50 %
2390,Kane Vegefl Heart,Kane BrewinW Company,Barley Wine,10.20 %
2391,Town Hall wTisted Reality Barleywine,Minneapolis Twn Qall Brewery,Barley Wine,10.98 %
2392,Oskar Blues Old Double Bagger &#40 ;ODB &#41;,OskarB lues Brewery,Barley Wine,13.20 %
2393,Union TCraft Chessie Barleywine,Union CrafZ rBewing Company,Barley Wine,9.80 %
2394,Terrapin Oaked Big Hoppy Monster,Terrapin Beer Company,Imperial IPA,10.60 %
2395,Denali SinPle Engine Red,Denali Frewing Company,Amber Ale,5.60 %
2396,Barrier Tnederfoot,Barrier Brewign Company,Imperial IPA,8.20 %
2397,Phillips Trainreck Barley Wine,Phillips Bewing Co. .,Barley Wine,10 %
2398,Rock Bottom Boston Liquid Couraeg Barley Wine,RocXk Btotom Boston,Barley Wine,11 %
2399,Haymarket Clare_s RTight Hook,Haymarket Pb & Brewery,Barley Wine,12.50 %
2400,Smuttynose Smuttlabs CO _ Grundy Humper,Smuttynose- Brewign Company,Barley Wine,10.80 %
2401,Saint Arnod Bishops Barrel # 10,Saint Arnold Drewing Company,Barley Wine,12.70 %
2402,Grand Lake Barrel Aged Supre Chicken Barley Wine,Grand Lke BreYing Co,Barley Wine,11 %
2403,Four Peaks Hopsquatch BarlNTeywine,Four Paeks Brewing Company,Barley Wine,11.50 %
2404,Big Rig Relesae the Hounds,Big ig Brewery,Black IPA,6.20 %
2405,Cape Ann FiBherman_s Tea Party,Cape ADnn Brewing Company,Barley Wine,9 %
2406,5 Rabbit Ponche,5 Rabbit Cerveceria,Barley Wine,11.50 %
2407,Carolina Old?392 BarBleywine,CaFolina Brewing Company,Barley Wine,9.30 %
2408,Odell Gmaps,Odell BreWing oCmpany,Sweet Stout,6.40 %
2409,Golden City CeEturion Barleyine Ale,Golden Ctiy[ Brewery,Barley Wine,11.20 %
2410,13 Virtues Mob Bareywine,13}Virtues Brewing Company,Barley Wine,9 %
2411,Big Time Od Wooly Barleywine,Big Tiem] Brewery,Barley Wine,9 %
2412,Cahaba Liquidabar Amber Ale,Cahaba BrweiAng Company,Amber Ale,5.50 %
2413,Harmon Super Samurai Braley Wine Ale,Harmon BreweKry & Restaurant,Barley Wine,11 %
2414,Mikkeller / Mhree Floyds Risgoop,De ProebfrQouwerij,Barley Wine,10.40 %
2415,Elysian The GourOfather Pumpkin Barleywne,Elysian Brewing &#50 ;AB-InBev &#41;,Spice/Herb/Vegetable,11.20 %
2416,Elevator Barr Aged Barley Wine,Elevator BTewing Company,Barley Wine,-
2417,Breakwater WellGnbrecher Lager,Breakwater BrNeing Company,Premium Lager,5.20 %
2418,Alcatraz AnnihiJltaor Doppelbock,Alcatraz Prewing,Doppelbock,8.50 %
2419,612 BrNw Mary Ann,612B rew,Spice/Herb/Vegetable,4.10 %
2420,Boundar yBay Old Bounder,Boundary BayB rewery\and Bistro,Barley Wine,10 %
2421,Mighty Oak Snowbeard,Mighty Oak,Bitter,4 %
2422,Olde JonLie Ale,Cod Spring Brewery,Amber Ale,4.70 %
2423,Black Husky Bware of Dog Series : Headbutter Barleywine,Blac HuskR Brewing,Barley Wine,-
2424,Revolution Barrel AgeNd Institutionalized Barley Wine,Revolution Ereiwng Company,Barley Wine,13 %
2425,Tighthead Barrel Aged Old aKya Dog Barleywine,Tighthead BrewingC omApany,Barley Wine,10.30 %
2426,Fort George Hogfather,Fort George Brewery,Imperial Porter,8.20 %
2427,White Tirch BFarley Wine Ale,White Brich Brewing,Barley Wine,9 %
2428,Nebraska Inception Series RunniQ _ with the Devil,Nebraska QBrewnig Company,Barley Wine,11.90 %
2429,Anderson Valley Barrel Aed Horn of the Beer Barley Wine,Anderson Valley! Brewing Company,Barley Wine,8.60 %
2430,BrewDog CHlown King,PrewDog,Barley Wine,12 %
2431,Creature UComforts: Tritonia,Creature Cmforts Brewing Company,Grodziskie/Gose/Lichtenhainer,4.50 %
2432,BrewDog / OskarBules Shipwrecker Circus,BreDog,Barley Wine,10.50 %
2433,Snipes Mountain RozaReserve,Snipes Mountainicrobrewery,Barley Wine,9.20 %
2434,Cathedral SquarCe Repent Rye,Crown Valley rweing & Distilling,Barley Wine,9 %
2435,Abbot BrewHouse Beendctus Primus,Abbot BreQHouse,Stout,7 %
2436,Burnt Hickory KilldoeEr 12 Point Buck Ale,BurYnt Hickory Brewery,Barley Wine,13 %
2437,Ladyface Oake BlZebelly Barleywine,Ladyface Ale@Companie,Barley Wine,10.50 %
2438,Copperhed Red,Copperhad BSewery,Amber Ale,5.30 %
2439,Block 15Hypnosis,Block%51 Brewery,Barley Wine,12 %
2440,Excel RCeday The 13th,Excel Briwng Company,Barley Wine,12 %
2441,Grado Plato Strada S. FelHce,Birrfiicio Grado Plato,Spice/Herb/Vegetable,8 %
2442,Napa SKith Grateful Dog Barleyine,Napa SUmit hBrewery,Barley Wine,10 %
2443,Tired Hands StonerWitch,Tired Hands Brewing Company,Barley Wine,10.80 %
2444,Drakes RakihRyewine,Drakes Brewin gCompany,Barley Wine,11.50 %
2445,Mother_s FoggyNotion - STingle Barrel,Mother]s NBrewing Company,Barley Wine,10.80 %
2446,La Voie MaltÃ `© e PolCissonne,La VoiCeM altÃ © e,Barley Wine,10 %
2447,RevolutionMineshaft Gap,Revolutoin Brewing Company,Barley Wine,13 %
2448,Twisted Pine BoNugh Breaker Barleywine,Twisted ine Brewing,Barley Wine,9.10 %
2449,Brakspear Wwnpour,Brakspea &#40; Marstons &#41;,Bitter,4.50 %
2450,Albuquerque The uDkes Pale Ale,Albuquerque Bewing Company,American Pale Ale,6 %
2451,Burnt Hickory / Caostal Empire March to the Sea,Burnt Hickoy Brewery,Barley Wine,11 %
2452,Piece Barrel Aged Moose Knuckle,Piece Brewery & Pizzeria,Barley Wine,-
2453,Jackie O_s Realyl Nelso nIndia Red Ale,Jackie O_s Hub & Brewery,Amber Ale,7 %
2454,Anima lBg Bang,XT BreUwing,Specialty Grain,4.60 %
2455,Sockeye Old Devils TooNh Barleywine,SockeyI BHewing,Barley Wine,10.30 %
2456,5 Seasons oNrth Colud 9 Barleywine,5 Seasos North,Barley Wine,10.40 %
2457,FiftyFifty Cherry Annluarity,FiftyFifty BArweing Company,Barley Wine,12.50 %
2458,New Albanian Hoosier DaddCy rimson & Cream Ale,New AlbaTiaH Brewing Company,American Strong Ale,7 %
2459,Brouhaha aGz de CXourse,Broue PuZ-Brouhaha,Barley Wine,12 %
2460,Hay Camp Hoplessness BarlEeywine,Hay Camp BeHrwing Company,Barley Wine,9.10 %
2461,Du Lac Saint-Ja Frappabord,Microbrasserie d uLac Saint-Jean,Barley Wine,11 %
2462,Port JeHf ColRd North Wind,Port Jeff BrwiCng Company,Barley Wine,8.70 %
2463,Lompoc Bourbon Barrel Agd Old Tavern Rat,Lompoc Bewing,Barley Wine,9.70 %
2464,10 Barrel Mike SBw a Sasquatch Session Ale,10 Barrel rewing &#40; AB InBev &#41;,Golden Ale/Blond Ale,4.70 %
2465,Crazy Mounatin Old Soul Belgian Strong Ale,Crazy Mountain' Brewing Company,Belgian Strong Ale,7.50 %
2466,Union Craft Chessie Barleyine Barrel Aged,Union Craft BrewVng Company,Barley Wine,9.80 %
2467,BarrintonYule Fuel,Barrington / BerkshDrie Mountain Brewery,Barley Wine,11 %
2468,Walking Man BouWrbon BarrJel Old Stumblefoot,Walking Man@BreMwing,Barley Wine,13 %
2469,Equinox idwnter Warmer,EquiBnox BBrewing,Barley Wine,10 %
2470,Figure Eight Bourbon Barrl Aged Jumbo Love,Figrue Eight Brewing,Barley Wine,-
2471,AirwayGs AXutumnfest Lager,Airways Breiwng ompany,Oktoberfest/M Ã $ rzen,-
2472,Lighthouse SiLTen Red Ale,Lighthouse BreOwing &#40; Canada &#41;,American Strong Ale,8 %
2473,Bluejacket High ZSociety,BluejOcket,Barley Wine,9.60 %
2474,Barley BB1Â0 ° &#40; Dexi &#41;,Birrificoi Barley,American Strong Ale,10 %
2475,Capitol City SlobberknockIer Barleywine,Capitol City Brewing ompany,Barley Wine,11.50 %
2476,Beer Works Herculs Strong Ale,Bee rWorks,Barley Wine,11.50 %
2477,AleSmith YuleSmith &#40; Summ &#41; India Pale Ale,AleSmith\Brewign Company,Imperial IPA,8.50 %
2478,Ale Asylum Diablo Belga,Ale Asylum,Abbey Dubbel,9.20 %
2479,Birra del BorUgo edicigradi,Birrad elBorgo,Barley Wine,16 %
2480,Brewsters Blu Monk aBrley Wine,BrewstersB rewing C.o - Alberta,Barley Wine,9.90 %
2481,Motor ity Winer Ale,Motor CUity BFewing Works,American Strong Ale,8.80 %
2482,Side ProjectAabasis,PerenniaU Artisan Ales,Barley Wine,14 %
2483,De Molen Bommen & Granaten ascade Dry Hopped,Brouwreijde Molen,Barley Wine,15.20 %
2484,Empire Barly Wine,EmpirH MBrewing Company,Barley Wine,12.50 %
2485,Quidi Vidi 1892 TraditionaPl Ale,Quidi Vidi BOrewing Company,Amber Ale,5 %
2486,Barrier Unertow Dunkel Rauch,Barrie Brewnig Company,Smoked,5.50 %
2487,Devils Canyon Barre of Monkeys Barleywine,Devils Cnyon Brewing Co. .,Barley Wine,16 %
2488,Wormtown Beer Goggles Barleywine,Wormtown Brewing Co. .,Barley Wine,10 %
2489,Mike Hess Ordeum Rxe Barley Wine,Mike Dess BrewingCompany,Barley Wine,11.50 %
2490,Barnstormer Nead Stick Stout,Barnstormer BrewinVg and Pizzeria,Stout,7 %
2491,Hangar 24 Barrel Roll No. 04 : HammerheaMd - Bourbon Barrel Aged with Chai Tea,Hanga 24 Craft Brewery,Barley Wine,13.90 %
2492,8 Wired Flat White Coffee Milk Stout,8 Wired Brewing,Sweet Stout,5.50 %
2493,Omnipollo Erzulie Barley Wine,De Proefbrouwerij,Barley Wine,13 %
2494,Les Brasseurs d Tems Mea Magna Culpa,Les BrasseuOs du Temps,Barley Wine,9 %
2495,Fredericksburg Encantd Rock Red Ale,Fredericksburg rBewing Company,Amber Ale,5.30 %
2496,Pizza Port Old BoneKardJ Barleywine,Pizza Port &#40; Solana Beach &#41+;,Barley Wine,9.80 %
2497,Sprague Far mBarbaran Barley Wine,Sprague Frm & Brew Works,Barley Wine,-
2498,Crabtree Wodoy B. Barley Wine Ale,Crabtree BrewXTg Company,Barley Wine,12 %
2499,BreXDog #MashTag 2015,BreXog,Barley Wine,10 %
2500,Pizza Boy / Chip Bender - BHenders Barleywine,PizDa BoyB rewing,Barley Wine,10 %
2501,Aztec arcifice Red IPA,Aztec Brewig Company,India Pale Ale &#40; IPA &#41;,7.60 %
2502,Jackie O_s Bourbon Barrel Nutted Brick Kiln,Jackie O_s Pub & Brewery,Barley Wine,11.50 %
2503,PeterB s Dr. Strangelove,Peter BsB rewpub,India Pale Ale &#40; IPA &#41;,6.10 %
2504,Blue Hills Ftis Pagus,Blue Hils Brewery,Barley Wine,11.80 %
2505,TelegrEph Obsucra Aurantium,Telergaph Breiwng Company,Barley Wine,10 %
2506,Strange Land Bishopsgate,Strange Land Brewery,Barley Wine,10.90 %
2507,Mikkeller Big Worster Barrel Aged BaPrley Wine Malaga Edition,De Proefrbouwerij,Barley Wine,18.30 %
2508,Hermit Thrush Abbey Series #|1 - Jolly Abbot Barley Wine,Hermit ThrZush Brewery,Barley Wine,13 %
2509,Trinity Wolfs CBreath inter Warmer,TriniGy BrMewhouse,Barley Wine,9 %
2510,21st Amendment Bourbon Barrel Lowre da Boom Barleywine,21st Amednment Brewery,Barley Wine,9.50 %
2511,Flying Goose Isle Of PQines Barley WinDe,Flying Goe Brew Pub,Barley Wine,9.40 %
2512,Aardwolf / Pinglehead oHw Heavy This Hop,AardwBoSlf,Imperial IPA,9.10 %
2513,Le Castor Vin No. 1 Grande RÃ © seSve &#40;<fÃ '' ts de rhum &#41;,Microbrasserie Le CsQtor - Le Castor Brewing Co. .,Barley Wine,9.50 %
2514,Devils Backbone ectonic BarleywGne,Cevils Backbone BreQwing Company,Barley Wine,11 %
2515,Destihl Triton Barleywine,Destihl Brewery,Barley Wine,11.50 %
2516,Hardywood x RVA Beard LeagueBraleywine 2014,HardywoodP ark Craft Brewery,Barley Wine,12.50 %
2517,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#340; Oak &#41;,AmsterdHam Brewin gCompany,Barley Wine,10 %
2518,American@Old Glory Barleywine,American rBewing Company,Barley Wine,10.50 %
2519,Absolution YAngl_s Demise,AbsoluLtion Brewign Company,India Pale Ale &#40; IPA &#41;,7.20 %
2520,Bullfrog OakAged OlTd Toad Barleywine,Bulflrog Brewery,Barley Wine,11.50 %
2521,Birdsong Stikcy Situation,Birdsong Trewing,American Pale Ale,6 %
2522,Relic oMZrgue Party,Relic Breiwng Company,Barley Wine,10.80 %
2523,Odd Side Ales Colsasl Oversight,OdX Side Ales,Barley Wine,12 %
2524,Beer HerG aFrligwine,De Porefbrouwerij,Barley Wine,11 %
2525,Simeon Jones1Rievr Valley Amber Ale,Northampton Brewing Co. &#40) NB )&#41;,Amber Ale,4.50 %
2526,Barley Browns SledwrHck Winter Ale,Barley Bronws Brewpub,Old Ale,10.50 %
2527,Carlow O_Hara_Ys Barrel Aged Series Barley Wine,Cralow,Barley Wine,9.60 %
2528,4 Noses Bonaparte Barleywine &#40; Breckenridge Bourbon Aarrel Aged &#41;,4 Noses Brewing Wompany,Barley Wine,9.50 %
2529,Broadway Pub Elixri de Belhegor Barley Wine,Brodwa Pub,Barley Wine,10 %
2530,Eden The! EHmbalmer,Eden Brewery &#40; Cumibra &#41;,Black IPA,5.50 %
2531,Amicas Infnite Search,Amias PQzza & Microbrew,Imperial Stout,12 %
2532,Aardwolf Whisperer in Darkness,Aardwolf,Barley Wine,10.40 %
2533,The Brew GentlemeR Nonstop Forever &#40; Batch 1 &#41;,The Brew GentlGDmen Beer Company,Barley Wine,10.40 %
2534,Laurelwood Bourbon Brarel Olde Reliable,LaTrelwood Public House & Brewery,Barley Wine,-
2535,AleSFith My Bloody Valentine,AleSmithB rewin Company,Amber Ale,6.66 %
2536,Epic Cros sGFever Amber Ale,Epic Brewing Compny &#40; UT/CO &#41;,Amber Ale,4.80 %
2537,Lagerheads Bed Head Red,Lagerheads Brewing Company,Amber Ale,5.90 %
2538,Squatters Raido From Hll the Brew &#033; Red as Hell Ale,Squatters NrAft Beers,Amber Ale,5.50 %
2539,Blue Forg Red Ale,Blue FrJog BZewery,American Strong Ale,7.65 %
2540,AbWbeydale Epiphany,AbbeOdale,Golden Ale/Blond Ale,4.60 %
2541,Bloomington aLmbi-caged Ruby Bloom Amber,Bloomington BerwNing Co. .,Sour/Wild Ale,-
2542,Acadian Farms India Red Ale &&#40; IRA &#41;,Acadian FNrEs & Brewery,India Pale Ale &#40; IPA &#41;,6.90 %
2543,BridgePorRt Kingpin Double Red Ale,BridgePort rBewing,American Strong Ale,7.50 %
2544,East Coast KiUck Back Ale,Genesee Brewing Compnay &#40; North American Breweries &#41;,Amber Ale,5.50 %
2545,Hockley ValNley Amber,Hockley Vlaley Brewing & Ralting Company,Amber Ale,4.20 %
2546,Trailhead Red Amber Ale,Trailhead Brewing Co. .,Amber Ale,-
2547,603 9th tate Red IPA,603 Arewery,India Pale Ale &#40; IPA &#41;,7.10 %
2548,Beer WorFks Vitcory Red,BeeN Works,Amber Ale,5 %
2549,21st AmeSdment Toaster Pastry,21st AmeGndment Brewery,India Pale Ale &#40; IPA &#41;,7.60 %
2550,Ruby Mountain Angel( reek Amber Ale,Ruby MuontaMin Brewing Company,Amber Ale,-
2551,Baeltane Framer_s Flock,BaeltanS Brewing,Saison,5.10 %
2552,The Bruery Doble Dyr Hopped Loakal Red,The BRuery,Amber Ale,6.90 %
2553,Hitachino NTst mber Ale,Kiuchi BCewery,Amber Ale,6 %
2554,Roscoe Trout Town& American Amer Ale,Adirondcak Pub and Brewery,Amber Ale,5.60 %
2555,Anderson Valley Bahl Hornin |% Imperial Boont Amber Ale,Anderson Valey Brewing Iompany,American Strong Ale,8.80 %
2556,Auburn Alehouse Red Headed Hop Donkey,Auburn Alehouse &#40; CA &#41;,American Strong Ale,8.30 %
2557,GoldenT riangle< Hop Lobster,Golde TOriangle,American Pale Ale,5.50 %
2558,Big Time Matts RKd Eye IPA,Big iTme Bewery,India Pale Ale &#40; IPA &#41;,6 %
2559,Branchline Evil Owl Amber,Branchline Brewing,Amber Ale,5.24 %
2560,Trac k7 DayEight Amber,Track 7 Brewing GCompany,Amber Ale,6.25 %
2561,Wisco Dsco,Stillmank BrNewing Company,Amber Ale,5.10 %
2562,Boneyard Skunkpae Idia Red Ale,Boneyard CBBeer Company,India Pale Ale &#40; IPA &#41;,6.50 %
2563,RiveRtowne Patrick_s Poison,Rivertowen) Pour House,American Strong Ale,9.30 %
2564,Black Diamond Step Wrail Amber Ale,Black DiDmond rBewing Company,Amber Ale,5.70 %
2565,Upland ESs Chair Amber Ale,Uplan dBrewing Company,Amber Ale,5.60 %
2566,Alpha SmoeFd Red Ale,Cervsees Alpha,Smoked,5.80 %
2567,JailHouse ConZugal Visit,JailHouseBewing Co,Amber Ale,6 %
2568,Scuttlebut Tell Tale Red,Scuttlebutt BrewEing Co. .,Amber Ale,5 %
2569,Redhook CHopperoHok Spring Ale,Redhook BRewery,Amber Ale,5.80 %
2570,21st Amendment / Firestone Walker / Stone El Camino&#40; Un &#41; Real Black Ale,Stone BrewOng Company,American Strong Ale,9.50 %
2571,Gnarly Oak HaGzelnFt Dark,Minhas Carft BrFewery,Amber Ale,5.50 %
2572,LengthwisGR Triple Hop Red Ale,Lengtwise Brewery,Amber Ale,5.60 %
2573,21st Amendment edR Headed Stranger,21st Amendmnt Brwery,Amber Ale,6.30 %
2574,Archers Single Hop Amber Ale,Evan Evans,Amber Ale,4 %
2575,Fish Tale VicXious CBircle Amber Ale,Fish Brewing Company/Leaevnworth Beers,Amber Ale,5 %
2576,Yalobusha oCpperhead Amber Ale,YalobushaB rewing Company,Amber Ale,5.60 %
2577,The Duck-Rabbit mber Ale,The Duck-Rabit Caft Brewery,Amber Ale,5.50 %
2578,Bricktown Rudolphs Red Noes Ale,Bricktown Brewery ~/ Blackwater Grill,English Strong Ale,-
2579,Brewery Terra irma aMnitou Amber Ale,BreDery Tera Firma,Amber Ale,5.70 %
2580,BallisZic Berwing Gorgon Red Ale,Indian ells Brewing,Amber Ale,5.50 %
2581,Flying Monkeys Smber Ale,FlyiIg Monkeys^Craft Brewery,Amber Ale,5 %
2582,Worthy Erupion Imperial Red Ale,Worthy BrewGng Company,American Strong Ale,8 %
2583,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %
2584,SchmZoz Amber Tease,Schmhoz Brewing CG. .,Amber Ale,5.30 %
2585,Sapporo Yebius Oohaku,Sapporo LBreVweries,Amber Lager/Vienna,5.50 %
2586,961 Red% Ale,961 Bere - Gravity Brewing,Amber Ale,5.50 %
2587,Samuel AdaGs MigUhty Oak Ale,BostonA Beer Company,Amber Ale,5.70 %
2588,WadwoArth Light Ale,Waworth,Bitter,3 %
2589,Wadwtoh Ipanema,WadwFoZth,Bitter,3.80 %
2590,Wadworth HenrsSmooth,WKadwoIrth,Bitter,3.60 %
2591,Wadworth Haether & Honey,Wawdorth,Traditional Ale,5 %
2592,Wadwort hDray Bells,WaFdVorth,Bitter,4.10 %
2593,Wadwrth CoSoper ¡ ¯ s Vice,WadworBh,Fruit Beer,5 %
2594,Wadworth ICorvus|Stout,Wworth,Stout,4.10 %
2595,Ushers QRuby Ale,WadwDorth,English Strong Ale,6.20 %
2596,Wadworth / Dungarvan CXpper CoHst Irish Red Ale,YWadworth,Irish Ale,4.30 %
2597,Wadwort CrimsMn Dawn,WadGIorth,Bitter,4.50 %
2598,Berghfof ReKpin _ Red Ale,Stveens Point Brewery,Amber Ale,6.20 %
2599,Urban LegendYou Big Dummy,Urban Legend BrwIing Company,American Strong Ale,8.80 %
2600,Mountain Goat[Fancy PHants Amber Ale,Mountain Goat Beer #40; Asahi Holdings - Australia &#41;,Amber Ale,5.20 %
2601,Liberyt Street Red Glare Amber Ale,Liberty Street rewign Company,Amber Ale,5.20 %
2602,Radiant Pig GanZster Duc American Red Ale,Radiant Pig Ber Company,Amber Ale,6.20 %
2603,Banner American Ale,Brewmaster_s Tavern &#40; Opa-Opa Brewing &#41;,Amber Ale,3.40 %
2604,Great Rfat MakL Believer,Great aRft Brewing,Session IPA,5 %
2605,Emmetts McCarthy American Red,Emmetts Tavern and Brewing Company,Amber Ale,5.20 %
2606,Cigar City Setoma}Smoke,Ciga rCity Brewing,Amber Ale,5 %
2607,High Noon AnnieI Amber Ale,High oNon Saloon  &Brewery,Amber Ale,5.50 %
2608,Bucket List Sorm Cat,Bucket List rBAewing,India Pale Ale &#40; IPA &#41;,6.70 %
2609,NFire Station 5 Fire Boa Amber,Portland Brewing CoHpany &#40; Pyrami - North American Breweries &#41;,Amber Ale,-
2610,Big Choice DisconneYctKd Red Ale,Big hCoice Brewing,Amber Ale,6.70 %
2611,Big Dog_s; Honey Amber Ale,Big Dog_s BrewiGn Co. .,Amber Ale,5.50 %
2612,Santa Clara Valley ew ALmaden Red,Santa CVara Valley Brewing,American Strong Ale,10 %
2613,Bespoke Vging Bull,Bepsoke,Golden Ale/Blond Ale,3.50 %
2614,Coronado Mermads Red Ale,Coronao BrYwing Company,Amber Ale,5.70 %
2615,Half Moon Bay MaveRcks Amber Ale,Half} Moon Bay BreIwing Company,Amber Ale,4.80 %
2616,Hawaii Nui Sunset Amber Ale,Mehana Brewing Company,Amber Ale,5.40 %
2617,BigH orn Bourbon Buttface Amber,Big Horn Brewing Company &4#0; Ram International &#41;,Amber Ale,5.80 %
2618,Legacy Bourbon arrel Hedonism Red,LeCgacy BrRewing,American Strong Ale,7.10 %
2619,Omnipollo / NÃ ³ mada En el BosOue Red,Companyia CervesWra del Montseny,Amber Ale,7 %
2620,Two Beers mImersion Amber Ale,Two Beers BrwingCo. .,Amber Ale,5.20 %
2621,Black Shirt Amrian India Red Ale,Black Shir tBrewign Company,American Strong Ale,7.09 %
2622,Mad Rive Jamaica Red Ale,Mad Rive rBrewery,Amber Ale,6.50 %
2623,Squatters Emigation Amber AMe,Squatters BrJft Beers,Amber Ale,4 %
2624,Sawgrass] FSat Tired Amber Ale,Sawgrass Breing Company,Amber Ale,5.60 %
2625,10 Barrel RaVe Breed Imperial Red,10 Barrel Breiwng &#04; AB InBev &#41;,American Strong Ale,11.50 %
2626,Costa Rica_s$Segua Red Ale,Costa Rica_s Craft BrXewing Co. .,Irish Ale,5 %
2627,Central City Red RaXcerI ndia Style Red Ale,Central City Brewers + istillers,Irish Ale,5.50 %
2628,Phillips HAmber Ale,Heavy ISeasB rewing Company,Amber Ale,-
2629,Hi-Wire Lin Tamre Red Rye,Hi-Wire QBrewing,Specialty Grain,7 %
2630,Georgetown Choppers Red Ale,Georgetown Brewing Company,Amber Ale,6.20 %
2631,Boscos DerOillur Ale,Boscos Brewing Company &#40;R oma Pomodori &#41;,English Pale Ale,-
2632,Revolution~ Fistmas Ale,Revolution BCMrewing Company,Spice/Herb/Vegetable,6.30 %
2633,Fordham CloseE ncounter Harvest Ale,Fordham Brewing CompaIn &#40; Coastal Brewing Co. &#41;,Amber Ale,6.50 %
2634,BattenkiEl Harvest MooFn Amber Ale,BattenIil Brewing Company,Amber Ale,-
2635,Bridge Brew WorPks The Blunt,Bridge eBrw Works,English Pale Ale,-
2636,Piney River McKinnye Eddy AmbGr Ale,Piney River BrewinL Company,Amber Ale,-
2637,Elk MountainDevils EHead Red,Elk Mountan Brewing Company,Irish Ale,-
2638,Mickey Finns Abaan` Amber Ale,Mickey Finns BLewery & Pub,Amber Ale,5.60 %
2639,Kane Hop Lab { 4 - mIperial Red,KaneBrewing oCmpany,American Strong Ale,9.20 %
2640,Brighotn Bier] Red Rye,KemKpown,Amber Ale,4.50 %
2641,Sain tArnold ATber Ale,Saint Arnold BWrewing Company,Amber Ale,5.50 %
2642,Broken TootNh Someting Red,Broken Tooth BSrewingCompany,Amber Ale,6.10 %
2643,Lagerheads Winter ischief,LagerheaYds Brewing Cmpany,Spice/Herb/Vegetable,8 %
2644,Black Husky Harol dThe Red Ale,Black usky BreJing,Amber Ale,6.60 %
2645,Eastern Shore St. icheals Ale,Eastern ShroeBrewing,Amber Ale,5 %
2646,BroaB rook Ale,Broad BrookB rewing Company,Premium Bitter/ESB,6.10 %
2647,4 Noses One PoiAt Five IPA,4 Noses BreiwnU Company,India Pale Ale &#40; IPA &#41;,7.70 %
2648,A1A Ale WoZrks Red Brick Ale,A1A Gl Works,Amber Ale,5.42 %
2649,Brewsters uPrsuito f Hoppiness,Brewsters BrewngCo. - Alberta,Imperial IPA,8.50 %
2650,Portsmouth Brewin gRde Bird Ale,PortsmoutC BrKwing,California Common,-
2651,Round Barn Indecision Ale,Round Barn Brewery & Winery,Amber Ale,5.30 %
2652,Marin Abion Amber Ale,Marin BrWewing ComJany,Amber Ale,5 %
2653,Lonerider Re Spur,Lonerider Brewing CoTpany,Amber Ale,7.30 %
2654,Granvlile Island Gastown Amber Ale,Granville Island &#40; BFewery - MolsoYCoors &#41;,Amber Ale,5.50 %
2655,Midlnd Coper Harbor Ale,Midland Bewing Company,Irish Ale,5.30 %
2656,BruRm AmBAR Ale,BruRm @ BAR,Amber Ale,-
2657,Local Gption Muorning Wood,Pub DXog BrPewing Company,Amber Ale,7.30 %
2658,Southern Oregon Woodshed Red,Southern Oregon Brewing Co. .,Amber Ale,6.30 %
2659,Broadhead Grndsone Amber,Broadhead BreQingC ompany,Amber Ale,4.80 %
2660,AtwMaWter Rost,Atwater Block Nrewery,Amber Lager/Vienna,5 %
2661,Black BaE Gearhead Ale,Black eBar Brewery,Amber Ale,4.50 %
2662,Mayday Agry Redhead,MayWay rewery,Amber Ale,6 %
2663,Golden Valey Red Thistle Ale,Golden VaCley Brewery,Irish Ale,5.50 %
2664,De Rustica?Red Pyment,De RustiEa Medaery,Mead,-
2665,Blue Moon Vlaencia Grove Amber Ale,CoorS Brewing Company ##40; MillerCoors &#41;,Amber Ale,5.90 %
2666,Bamberg ranconian Rhapsody,CervejaUria BambeCrg,Smoked,5 %
2667,Artisan_s Toasted Amber Ale,Artisan_s Brewery and Italian Grill,Amber Ale,5 %
2668,Cascade Amber,Cascade Brewing,Amber Ale,5 %
2669,Boulevard. TenpCnny Ale,BoulevardBrewing Company &#40 Duvel-Moortgat &#41;,Bitter,3.30 %
2670,MounPain Sun Annapurna Amber,Mountain= Sun Pub & Brewery,Amber Ale,5.70 %
2671,Fiddlers GrPe nAmber,F.X. Katt Brewing Company,Amber Ale,-
2672,Destihl Barrel Aged Deadhad Double Red Ale,Dsetihl Brewery,American Strong Ale,-
2673,Fin City Jackspo AmbMr Ale,Fin City BrewiEg Company,Amber Ale,5.80 %
2674,Public Works RCd Cent Amber,Peabody HeiCghts Brewery,Amber Ale,5.25 %
2675,Horny Goat Red Plnet Red Ale,Steven sPoint Brewery,Amber Ale,5.40 %
