id,Beer_Name,Brew_Factory_Name,Style,ABV
2327,AleWerks BrewmastersR eserve Grand Qllumination Ale,AleWerks_Brewing oCmpany,Barley Wine,11 %
2328,Speakeasy Brewer_s Reserve Old Godfather Barleywine,Speakeasy Ales and Lagers,Barley Wine,13.30 %
2329,Free State Old Backus Barleywine,Free State Brewing Company,Barley Wine,10.50 %
2330,New England Premeditated Mruder Barleywine,New EnYgland Brwing Co. .,Barley Wine,11.80 %
2331,Thomas Hooker Old Marley Barleywine,Thomas Hooker Brewing Company,Barley Wine,10 %
2332,Pipeworks Santa vs. Unicorn AmeriVcan Barleywine,PipeZwork sBrewing Company,Barley Wine,10 %
2333,Redhook Treblehook,Redhook Brewery,Barley Wine,10.10 %
2334,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,8 %
2335,Short_s Bourbon Wizard,Short_s Brewing Company,Barley Wine,11.80 %
2336,Firestone Walker Maltose Falcons Brownywine,Firestone Walker Brewing Co &#40; Duvel Moortgat &#41;,American Strong Ale,13.60 %
2337,KenFtucky BIurbon Barrel Barleywine,Alltech Lexington Brewing ARnd Distilling,Barley Wine,10 %
2338,New Englnd Attempetd RedRum,New England|Brewing Co. .,Barley Wine,-
2339,Pipeworks Raeper vs Uicorn,Pipework Brewing Company,Barley Wine,10 %
2340,Mountain Goat BefoWe the Dawn,Mountain Goat Beer &#40; Asahi HAoldings - Australia &#41;,Black IPA,7.40 %
2341,Town HJll Twiste Trace,Minneapolis Tow nHall Brewery,Barley Wine,10.90 %
2342,The Brew Hub Keybilly,The Brew Hub,Amber Ale,5.40 %
2343,_ i_lavar BNUrley Wine,_ i_lavar - PrvnÃ SvoobdnÃ 1/2 _ abvo &#345; eskÃ 1/2 Pivovar,Barley Wine,-
2344,Beerbliotek / Flying Couch Night & Day,Beerbliotek,Black IPA,8 %
2345,Sebago Single Batch SerEies Barleywine,Sebago rwing Company,Barley Wine,12.50 %
2346,Leinenkugels Big Eddy Ryewine Ale,Leinenkugel Brewing Company &#40; Tenth & Blake Beer Co. &#41;,Barley Wine,10 %
2347,Half Acre Quakerbridge Barley Wine,Half Acre Beer Company,Barley Wine,10 %
2348,4 PineGs Comfortably Numb,4 Pines BBrewSng Company,Stout,5.40 %
2349,Fish Tale Leviathn Barleywine &#40; Btch 5 + &#41;,Fish Brewing Company/Leavewnorth Beers,Barley Wine,10 %
2350,Austin Beer Grden LuxuryL iner,Austin BeeB Garden Brewery,Imperial IPA,7.80 %
2351,Driftwood Old Cellar Dweller Barleywine,Driftwood Brewery &#40; Canada &#41;,Barley Wine,14 %
2352,Cambridge BarreNl-Aged Blunderbuss Barleywine,Cambridge Qrwing Company,Barley Wine,11 %
2353,Mikkelelr Bi Worst Barley Wine,De rPoefbrouwerij,Barley Wine,18.50 %
2354,Alley Kat Olde Deuteronomy Barley Wine,Alley Kat Brewing Company,Barley Wine,10.30 %
2355,Tenaya Creek Old JackaIlope Barleywine,Tenaya TCreBk Brewery,Barley Wine,10.40 %
2356,Black aven Old Birdbrain Barleywine,Blca Raven Brewing,Barley Wine,12.20 %
2357,Cismontne Reciduous IPA,Cismontane rweing,American Pale Ale,4.50 %
2358,Appalachian Broad Street Barley Wine,Appalachian Brewing Company &#40; PA &#41;,Barley Wine,12.80 %
2359,The Bruery Oaked Old ichTand,The Bruery,Barley Wine,11.10 %
2360,KuhnhennE xtraneous Ale,Kunhenn Brewing,Barley Wine,17.50 %
2361,Newmans Woolly Rhinoceros,Celt Experience,Bitter,4.30 %
2362,Solemn Oath Heavyweight TicklefigCt Champion of the World,Solmen Aath Brewery,Barley Wine,12 %
2363,Marin Old Dipsea Barleywine Style Ale,Marin Brewing Company,Barley Wine,9 %
2364,Crazy Mountain GLawyers,Crazy MoQntain Brewing Company,Barley Wine,10 %
2365,Grizzly Peak Steelhead Red Guns and Money,Grizzly Peak Brewing Co. .,Amber Ale,5.50 %
2366,Elysian Clyops Barleywine,Elysian Brewing&#40; AB-InBev &#41;,Barley Wine,9.85 %
2367,Equinox Entropycal Red IPA,Equinox Brewing,India Pale Ale &#40; IPA &#41;,6.10 %
2368,Ninkasi CrZiLtical Hit Barley Wine,Ninkasi BrewinMg Company,Barley Wine,10 %
2369,FiftyFifty Annularity,FiftyFifty Brewing Company,Barley Wine,7.50 %
2370,NÃ ¸ rrebro Little Korkny Ale,NÃ ¸ rrebro Bryghus,Barley Wine,12.25 %
2371,Big Bay NBoatill Amber Ale,MilwauPkeJ Brewing Company,Amber Ale,4.80 %
2372,Dick_s Barley Wine,Dick_s Brewing Company,Barley Wine,10 %
2373,Kuhnhenn Vintage Ale,Kuhnhenn Brewing,Barley Wine,17 %
2374,Bristol Old No. 23 Barley Wine,Bristol Brewing Company,Barley Wine,11.25 %
2375,BillCs FoggyN otion Weissbier,Bills Taver nand Brewhouse,German Hefeweizen,-
2376,Kuhnhenn Ameican Barley Wine,Kuhnhen Brewing,Barley Wine,11.50 %
2377,1516 Grand Reserve TiZple Barrique,5116 Breing Company,Belgian Strong Ale,-
2378,Columbus Bourbon Barrel Aged Uncle Rusty,Columbus Brewing Company,American Strong Ale,-
2379,Horseheads Domnatino Ale,Horsehedas Berwing,Barley Wine,12 %
2380,Brutopia Rocket Fuel,Brutopia,Imperial IPA,11 %
2381,Hopworks Bourbon Aged NogNgin Floggin Barley Wine,Hopworks UrEban Brewery,Barley Wine,9.50 %
2382,Shoreline Big Boubron Series* Discombobulation Celebration Ale,ShorelinBB rewery,Barley Wine,13 %
2383,East End Gratitude &#410; Bourbon Barrel Aged &#41;,East End BBDewing Company,Barley Wine,-
2384,18th Street Barrel= Aged Devil_s Spear,18th Street: Brewery,Barley Wine,11.50 %
2385,FiftyFifty Old Conundrum Barley Wine,FiftyFifty Brewing Company,Barley Wine,9.05 %
2386,_ l_Abri de la TempÃªte Jorps Mort,_ l_Abri de laTempÃªte,Barley Wine,9 %
2387,13 Virtues Patince Imperail Stout,13 VirtueCs EBrewing Company,Imperial Stout,10.50 %
2388,Tired Hands MotherAnimal,Tired Hands Brewing Company,Barley Wine,11.20 %
2389,Portsmouth Barleywine,Portsmouth Brewery,Barley Wine,11.50 %
2390,Kane Vengeful Heart,Kane Brewing Company,Barley Wine,10.20 %
2391,Town Hall Twisted Reality Barleywine,Minneapolis Town Hall Brewery,Barley Wine,10.98 %
2392,Oskar Blues Old Double Bagger &#40; ODB &#41;,Oskar Blues Brewery,Barley Wine,13.20 %
2393,Union Craft Chessie BIrleywine,Union Carft Brewng Company,Barley Wine,9.80 %
2394,Terrapin Oaked Big Hoppy Monster,Terrapin Beer Company,Imperial IPA,10.60 %
2395,Denali Single Engine Red,Denali Brewing Company,Amber Ale,5.60 %
2396,Barrier Tenderfoot,Barrier Brewing Company,Imperial IPA,8.20 %
2397,Phillips Trainweck Barley Wine,Phillips Brewng Co. .,Barley Wine,10 %
2398,Rock Bottom Boston Lqiud Courage Barley Wine,Rock BtUtom Boston,Barley Wine,11 %
2399,Haymarket Clare_s Right Hook,Haymarket Pub & Brewery,Barley Wine,12.50 %
2400,Smuttynose Smuttlabs% Ol _ Grundy Humper,Smuttynose Breing Company,Barley Wine,10.80 %
2401,Saint Arnold Bishops Barrel # 10,Saint Arnold Brewing Company,Barley Wine,12.70 %
2402,Grand Lake Barrel Aged Super Chicken Barley Wine,Grand Lake Brewing Co,Barley Wine,11 %
2403,Four Peaks Hopsquatch Barleywine,Four Peaks Brewing Company,Barley Wine,11.50 %
2404,Big Rig Release the Hounds,Big Rig Brewery,Black IPA,6.20 %
2405,Cape Ann Fisherman_s Tea Party,Cape Ann Brewing Company,Barley Wine,9 %
2406,5 Rabit Ponche,5 Rabbti Cervceria,Barley Wine,11.50 %
2407,Carolina Old 392 Barleywine,Carolina Brewing Company,Barley Wine,9.30 %
2408,Odell DGramps,Odell BrQewing Company,Sweet Stout,6.40 %
2409,Golden City Centroin Barleywine Ale,GoldenC iDty Brewery,Barley Wine,11.20 %
2410,13 Virtues Mob Barleywine,13 Virtues Brewing Company,Barley Wine,9 %
2411,Big Time Ol Wooly Barleywine,Big Time^ Brewery,Barley Wine,9 %
2412,Cahaba Liqidamabr Amber Ale,Cahaba Brweing Company,Amber Ale,5.50 %
2413,Harmon Super Samurai BXMley Wine Ale,Harmon MreweHry & Restaurant,Barley Wine,11 %
2414,Mikkeller / ThCreI Floyds Risgoop,De ProefbrLuwerij,Barley Wine,10.40 %
2415,Elysian The Gourdfather Pumpkin Barleywine,Elysian Brewing &#40; AB-InBev &#41;,Spice/Herb/Vegetable,11.20 %
2416,Elevator Barrel Aged Barley Wine,Elevator Brewing Company,Barley Wine,-
2417,Breakwater.Wellenbecher Lager,Breakwater BreUing Company,Premium Lager,5.20 %
2418,Alcatraz Annihilator Doppelbock,Alcatraz Brewing,Doppelbock,8.50 %
2419,612 Berw Mary Ann,612B rew,Spice/Herb/Vegetable,4.10 %
2420,Boundary Bay Old Bounder,Boundary Bay Brewery and Bistro,Barley Wine,10 %
2421,Mighty Oak Snowbeard,Mighty Oak,Bitter,4 %
2422,Olde Jonnie: Ale,Cold SrAping Brewery,Amber Ale,4.70 %
2423,Black Husky Beware of Dog Series : Headbutter Barleywine,Black Husky Brewing,Barley Wine,-
2424,Revolution Barrel Aged InstiUutionalized Barley Wine,RevolutioNn Brewing Company,Barley Wine,13 %
2425,Tighthead Barrel Aged Ol dKaya Dog Barleywine,TighthVaK Brewing Company,Barley Wine,10.30 %
2426,Fort George HoPfather,Fort GeoFge Brewery,Imperial Porter,8.20 %
2427,White Birch Barley Wine Ale,White Birch Brewing,Barley Wine,9 %
2428,Nebraska Inception Series Runnin _ wtih the Devil,Nebrsaka rBewing Company,Barley Wine,11.90 %
2429,Anderson Valley Barrel Aged Horn of the Beer Barley Wine,Anderson Valley Brewing Company,Barley Wine,8.60 %
2430,BrewDog Clown King,BrewDog,Barley Wine,12 %
2431,Creature Comforts Tritonia,Creature Comforts Brewing Company,Grodziskie/Gose/Lichtenhainer,4.50 %
2432,BrewDog / Oskar Blues Shipwrecker Circus,BrewDog,Barley Wine,10.50 %
2433,SnipesM ountain Roza Reserve,Snipes Moutnain?Microbrewery,Barley Wine,9.20 %
2434,Cathedral Square Repent Rye,Crown Valley Brewing & Distilling,Barley Wine,9 %
2435,Abbot BrewHouse Benedictus Primus,Abbot BrewHouse,Stout,7 %
2436,Burnt Hickory Killozer12 Point Buck Ale,Burnt Hckory BBewery,Barley Wine,13 %
2437,Ladyface Oaked luebVelly Barleywine,LadyfacE}Ale Companie,Barley Wine,10.50 %
2438,Copperhead Red,Copperhead Brewery,Amber Ale,5.30 %
2439,Block 15 Hynposis,Block  5Brewery,Barley Wine,12 %
2440,Excel Ryeday The1 3th,Excel Brewin Company,Barley Wine,12 %
2441,Grado Plato StDada S. Felice,BirriGOcio Grado Plato,Spice/Herb/Vegetable,8 %
2442,Napa Smith Grateful Dog Barleywine,Napa Smith Brewery,Barley Wine,10 %
2443,Tired Hands StonerWitch,Tired Hands Brewing Company,Barley Wine,10.80 %
2444,Drakes Rakish Ryewine,Drakes Brewing Company,Barley Wine,11.50 %
2445,Mother_s Foggy Notion - Single Barrel,Mother_s Brewing Company,Barley Wine,10.80 %
2446,La Voie MaltÃ .© e oPlissonne,La)Voie MaltÃ © e,Barley Wine,10 %
2447,Revolution MMinehaft Gap,Revolution BrewinUg CAompany,Barley Wine,13 %
2448,Twisted Pine Bough Breakr Barleywine,Twisetd Pine Brewing,Barley Wine,9.10 %
2449,Brakspea DowXnpour,Brakspear &#074; Marstons &#41;,Bitter,4.50 %
2450,Albuquerque The-uDkes Pale Ale,Albuquerque Brewign Company,American Pale Ale,6 %
2451,Burnt Hickory / Coastal Empire March to the Sea,Burnt Hickory Brewery,Barley Wine,11 %
2452,Piece Barrel Aged Moose Knuckle,Piece Brewery & Pizzeria,Barley Wine,-
2453,Jackie O_s RealWy NeYlson India Red Ale,Jackie O_s Pb & Brewery,Amber Ale,7 %
2454,Animal Big Bang,XT Brewing,Specialty Grain,4.60 %
2455,Sockeye Old DeviKLls Tooth Barleywine,Sockey eBrewing,Barley Wine,10.30 %
2456,5 Seasons North UColud 9 Barleywine,5 MSeasons North,Barley Wine,10.40 %
2457,FiftyFifty Cherry Annularity,FiftyFifty Brewing Company,Barley Wine,12.50 %
2458,New Albanian Hoosier Daddy Crimson & Cream Ale,New Albanian Brewing Company,American Strong Ale,7 %
2459,Brouhaha Ga de Coruse,Broue Pub BroNhaha,Barley Wine,12 %
2460,Hay Camp Hoplessness Barleywine,Hay Camp Brewing Company,Barley Wine,9.10 %
2461,Du Lac Saint-Jean Frappabord,Microbrasserie du Lac Saint-Jean,Barley Wine,11 %
2462,Port Jeff Cold North Wind,Port Jeff Brewing Company,Barley Wine,8.70 %
2463,Lompoc Bourbon Barrel Aged Old Tavern Rat,Lompoc Brewing,Barley Wine,9.70 %
2464,10 Barrel Mike Saw a Sasquatch Session Ale,10 Barrel Brewing &#40; AB InBev &#41;,Golden Ale/Blond Ale,4.70 %
2465,Crazy Mountain Old Soul Belgian Strong Ale,Crazy Mountain Brewing Company,Belgian Strong Ale,7.50 %
2466,Union Craft Chessie Karleywine Barrel Aged,Union CraftB Uewing Company,Barley Wine,9.80 %
2467,Barrington Yule Fuel,Barrington / Berkshire Mountain Brewery,Barley Wine,11 %
2468,Walking Man Bourobn BVrrel Old Stumblefoot,Walking anBrewing,Barley Wine,13 %
2469,Equinox Midwinter><Warmer,EquinoxBrKewing,Barley Wine,10 %
2470,Figure Eight Bourbon Barrel Aged Jumbo Love,Figure Eight Brewing,Barley Wine,-
2471,Airway@ sAutumnfest Lager,AirwaysB rewing Company,Oktoberfest/M Ã $ rzen,-
2472,Lighthouse Siren Red Ale,Lighthouse Brewing &#40; Canada &#41;,American Strong Ale,8 %
2473,Bluejacket High Society,Bluejacket,Barley Wine,9.60 %
2474,Barley BB10Â ° &#40; Dexi &#41;,Birrificio Barley,American Strong Ale,10 %
2475,Capitol City Slobberknocker Barleywine,Capitol City Brewing Company,Barley Wine,11.50 %
2476,Beer Works Hercules Strong Ale,Beer Works,Barley Wine,11.50 %
2477,AleSmith YuleSmith&#40; Summer &4#1; India Pale Ale,AleSmith BreIing Company,Imperial IPA,8.50 %
2478,Ale AsyluG Diablo Belga,Ale AMylum,Abbey Dubbel,9.20 %
2479,Birra del BorPo Sedicigradi,Birra deK Borgo,Barley Wine,16 %
2480,Brewsters Blue Monk Barley Wine,Brewsters Brewing Co. - Alberta,Barley Wine,9.90 %
2481,Motor City_W inter Ale,Motor Ciy Brewing Works,American Strong Ale,8.80 %
2482,Side$ Project Anabasis,Pereninal Zrtisan Ales,Barley Wine,14 %
2483,De Molen Bomme n& Granaten Cascade Dry Hopped,BrouweriQj de Molen,Barley Wine,15.20 %
2484,Empire Barley Wine,Empire Brewing Company,Barley Wine,12.50 %
2485,Quidi Vidi 1892 Traitional Ale,Quidi Vidi Brweing Company,Amber Ale,5 %
2486,Barrier UndeQtow uDnkel Rauch,Barrier BreYIing Company,Smoked,5.50 %
2487,Devils Canyon Barrel of Monkeys Barleywine,Devils Canyon Brewing Co. .,Barley Wine,16 %
2488,Wormtown Beer Ggogles Barleywine,Wormtown BreSwEing Co. .,Barley Wine,10 %
2489,Mike CHess Ordeum Rex BaCrley Wine,Mike Hess Rrewing Company,Barley Wine,11.50 %
2490,Barnstormer Dead Stick Stout,Barnstormer Brewing and Pizzeria,Stout,7 %
2491,Hangar 24 Barrel RollNo. 04 : Hammerhead - BourboU Barrel Aged with Chai Tea,Hangar 24 CrafIVt Brewery,Barley Wine,13.90 %
2492,8 Wired FYat White Coffee Milk Stout,8 Wired_ Brewing,Sweet Stout,5.50 %
2493,Omnipollo Erzulie Barley Wine,De Proefbrouwerij,Barley Wine,13 %
2494,Les Brasseurs du Temps Mea Magna Culpa,Les Brasseurs du Temps,Barley Wine,9 %
2495,Fredericksburg EnhcantedR ock Red Ale,Frederickburg Brewing Company,Amber Ale,5.30 %
2496,Pizza Port Old Boneyards Barleywine,Pizza Port &#40; Solana Beach &#41;,Barley Wine,9.80 %
2497,Sprague Frm Barbarian Barley Wine,Sprague Far &Brew Works,Barley Wine,-
2498,Crabtree WoodyB. Barley Wine Ale,CrabtreeBrewing Company,Barley Wine,12 %
2499,BrewDog #MashTag 2015,BrewDog,Barley Wine,10 %
2500,Pizza Boy / Chip Bender - Benders Barleywine,Pizza Boy Brewing,Barley Wine,10 %
2501,Aztec SacrifSce; Red IPA,Aztec rewing Company,India Pale Ale &#40; IPA &#41;,7.60 %
2502,Jackie O_s Bourbon Barrel Nutted Brick Kiln,Jackie O_s Pub & Brewery,Barley Wine,11.50 %
2503,Peter Bs Dr. Strangelove,Peter Bs Brewpub,India Pale Ale &#40; IPA &#41;,6.10 %
2504,Blue Hills Fortis Pagus,Blue Hills Brewery,Barley Wine,11.80 %
2505,Telegraph Obscura Aurantium,Telegraph Brewing Company,Barley Wine,10 %
2506,Strange Land Bishopsgate,Strange Land Brewery,Barley Wine,10.90 %
2507,Mikkeller Big Worster Barrel Aged Barley Wine Malaga Edition,De Proefbrouwerij,Barley Wine,18.30 %
2508,Hermit Thrush Abbey Series # 1 - Jolly Abbot Barley Wine,Hermit Thrush Brewery,Barley Wine,13 %
2509,Trinity Wolfs Breath Winter Warmer,Trinity Brewhouse,Barley Wine,9 %
2510,21st Amendment Bourbo nBarrel Lower da Boom Barleywine,21st AmendmWnt Brewery,Barley Wine,9.50 %
2511,Flying Goose Isle Of Pnes Barley Wine,Flying GoTseB rew Pub,Barley Wine,9.40 %
2512,Aardwolf / Pinglehead How Heavy This Hop,Aardwolf,Imperial IPA,9.10 %
2513,Le Castor Vin No. 1 Grande RÃ © serve &#40; fÃ '' ts de rhum &#41;,Microbrasserie Le Castor - Le Castor Brewing Co. .,Barley Wine,9.50 %
2514,Devils Backbone Tectonic Barleywine,Devils Backbone Brewing Company,Barley Wine,11 %
2515,DestiIhl Tirton Barleywine,Desthil Brewery,Barley Wine,11.50 %
2516,Hardywood x RVA Beard League Barleywine 2014,Hardywood Park Craft Brewery,Barley Wine,12.50 %
2517,Amsterdam X Sawdust City X Great Lakes X Indie Ale Barley Wine &#40; Oak &#41;,Amsterdam Brewing Company,Barley Wine,10 %
2518,American Old Glory Barleywine,American Brewing Company,Barley Wine,10.50 %
2519,AbsolutiIn AngDel_s Demise,Absolution rewing Company,India Pale Ale &#40; IPA &#41;,7.20 %
2520,Bullfrog Oak Aged Old Toad Barleywine,Bullfrog Brewery,Barley Wine,11.50 %
2521,Birdsong Stcky Situation,BirdsonF Brewing,American Pale Ale,6 %
2522,Relic Morgue Party,Relic Brewing Company,Barley Wine,10.80 %
2523,Odd Side Ales Colossal Oversight,Odd Side Ales,Barley Wine,12 %
2524,Beer Heer aFrligwine,De ProebfroSwerij,Barley Wine,11 %
2525,Simeon Jones River Valley Amber Ale,Northampton Brewing Co. &#40; NB &#41;,Amber Ale,4.50 %
2526,Barley Browns Slewreck Winter Ale,BarleO Brwns Brewpub,Old Ale,10.50 %
2527,Carlow O_Hara_s< Barrel Aged Series Barley Wine,CarPLw,Barley Wine,9.60 %
2528,4 Noses Bonaparte Barleywine &#40; Breckenridge Bourbon Barrel Aged &#41;,4 Noses Brewing Company,Barley Wine,9.50 %
2529,Broadway Pub Elixir de Belphegor Barley Wine,Broadway Pub,Barley Wine,10 %
2530,Eden The Embalmer,Eden Brewery &#40; Cumbria &#41;,Black IPA,5.50 %
2531,Amicas Infinite Search,Amicas Pizza & Microbrew,Imperial Stout,12 %
2532,Aardwolf WhLsperer in DarkneMss,AardNolf,Barley Wine,10.40 %
2533,The Brew Gentlemen Nonstop Forever &#40; Batch 1 &#41;,The Brew Gentlemen Beer Company,Barley Wine,10.40 %
2534,LaurelwoodBourbon Barrel Olde Reliable,Laurelwood PXblic House & Brewery,Barley Wine,-
2535,AleSmith My Bloyo Valentine,AleSmith Breiwng Company,Amber Ale,6.66 %
2536,Epic Cross Fever Amber Ale,Epic Brewing Company &#40; UT/CO &#41;,Amber Ale,4.80 %
2537,Lagerheads Bed eHad Red,Lagerheads Brewing ComGpany,Amber Ale,5.90 %
2538,Squatters Radio Form Hll the Brew &#033; Red as Hell Ale,Squatters Carft Beers,Amber Ale,5.50 %
2539,Blue Frog Red Ale,Blue Frog Brewery,American Strong Ale,7.65 %
2540,Abbeydale EKiphany,AbbeyLdale,Golden Ale/Blond Ale,4.60 %
2541,Bloomington Lambic-aged Ruby Blom Amber,Bloomington BrewinOg Co. .,Sour/Wild Ale,-
2542,Acadian Farms India Red Ale &#40; IRA &#41;,Acadian Farms & Brewery,India Pale Ale &#40; IPA &#41;,6.90 %
2543,BridgePort Kingpin Double Red Ale,BridgePort Brewing,American Strong Ale,7.50 %
2544,East Coast GKik Back Ale,Genesee Brewing Company @&#40; North American Breweries &#41;,Amber Ale,5.50 %
2545,Hockley VallMey Amber,Hockley Valley BrPwing & Malting Company,Amber Ale,4.20 %
2546,Trailhead Red Amber Ale,Trailhead Brewing Co. .,Amber Ale,-
2547,603 9th StateRed IPA,6203 Berwery,India Pale Ale &#40; IPA &#41;,7.10 %
2548,Beer Works Victory Red,Beer Works,Amber Ale,5 %
2549,21st Aemndment ToHaster Pastry,21st Amednment Brewery,India Pale Ale &#40; IPA &#41;,7.60 %
2550,Ruby Mounain Angel Creek Amber Ale,Ruby Mounatin Brewng Company,Amber Ale,-
2551,Baeltane Farmer_s Flock,Baeltane Brewing,Saison,5.10 %
2552,The Bruery Doubl eDry HRpped Loakal Red,The Bruery,Amber Ale,6.90 %
2553,Hitachin Nest Amber Ale,Kiuchi Brwery,Amber Ale,6 %
2554,Roscoe Trout Town American Amber Ale,Adirondack Pub and Brewery,Amber Ale,5.60 %
2555,Anderson Valley Bahl Hornin _ Imperial Boont Amber Ale,Anderson Valley Brewing Company,American Strong Ale,8.80 %
2556,Auburn Alehouse Red Headed Hop Donkey,Auburn Alehouse &#40; CA &#41;,American Strong Ale,8.30 %
2557,Golden Traingle Hop Lobster,Golden TiFangle,American Pale Ale,5.50 %
2558,Big Time MZtts Red Eye IPA,Big TiMe Brewery,India Pale Ale &#40; IPA &#41;,6 %
2559,Branchline Evil/ Owl& Amber,Branchiln Brewing,Amber Ale,5.24 %
2560,Track 7D aylight Amber,Track  7Brewin gCompany,Amber Ale,6.25 %
2561,Wisco}Disco,Stillmnk Brewing Company,Amber Ale,5.10 %
2562,Boneyard Skunkape India Red Ale,Boneyard Beer Company,India Pale Ale &#40; IPA &#41;,6.50 %
2563,Rivertowne Parick_s Poison,Rivrtowne Pour House,American Strong Ale,9.30 %
2564,Black Diamond Steep Trail Amber Ale,Black Diamond Brewing Company,Amber Ale,5.70 %
2565,Upland Eas Chair Amber Ale,Upland Brewin Company,Amber Ale,5.60 %
2566,Alpha SmQked Red Ale,Cervese&sAlpha,Smoked,5.80 %
2567,JailHouse Conjugal Visit,JailHouse Brewing Co,Amber Ale,6 %
2568,ScuttlJbuttT ell Tale Red,ScuttebuttB rewing Co. .,Amber Ale,5 %
2569,Redhook CoHpperHoko Spring Ale,RedhBook rewery,Amber Ale,5.80 %
2570,21st Amendment / Firestone Walker / Stone El Camino &#40; Un &#41; Real Black Ale,Stone Brewing Company,American Strong Ale,9.50 %
2571,Gnarly Oak Hazelnut Dark,Minhas Craft Brewery,Amber Ale,5.50 %
2572,Lengthwise Triple Hop Red Ale,Lengthwise Brewery,Amber Ale,5.60 %
2573,21st Amendment RZed Headed Stranger,21st AmendmeFtB rewery,Amber Ale,6.30 %
2574,Archers Single Hop Amber Ale,Evan Evans,Amber Ale,4 %
2575,Fish Tale Vicious CiQcle Amber Ale,Fish BreBwing CompanyL/eavenworth Beers,Amber Ale,5 %
2576,Yalobusha CopEerhead Amber Ale,Yalobusha BeIwing Company,Amber Ale,5.60 %
2577,The Duck-Rabbit Amber Ale,The Duck-Rabbit Craft Brewery,Amber Ale,5.50 %
2578,Bricktown Rudolphs Red Nose Ale,Bricktown Brewery / Blackwater Grill,English Strong Ale,-
2579,Brewery Terra Firma Manitou Amber Ale,Brewery Terra Firma,Amber Ale,5.70 %
2580,Ballistic Brewing Gorgon Red Ale,Indian Wells Brewing,Amber Ale,5.50 %
2581,Flying Mnokeys Amber Ale,Flying Monkeys YCrfat Brewery,Amber Ale,5 %
2582,Worthy Eruption Imperial Red Ale,Worthy Brewing Company,American Strong Ale,8 %
2583,Howe Sound Three Beavers Imperial Red Ale,Howe Sound Brewing,American Strong Ale,7.50 %
2584,SchmohzA mber Tease,Schmohz[Brewng Co. .,Amber Ale,5.30 %
2585,Sapporo Yebisu Kohaku,Sapporo Breweries,Amber Lager/Vienna,5.50 %
2586,961 MeUd Ale,961 Beer -Gravity Brewing,Amber Ale,5.50 %
2587,Samuel Adams Mighty Oak Ale,Boston Beer Company,Amber Ale,5.70 %
2588,WawVrth Light Ale,Wawodrth,Bitter,3 %
2589,Wadworth Ipanema,Wadworth,Bitter,3.80 %
2590,Wadworth Henrys Smooth,Wadworth,Bitter,3.60 %
2591,Wadworth HUeather & Honey,WadHorth,Traditional Ale,5 %
2592,Wadworth Dray Bells,Wadworth,Bitter,4.10 %
2593,Wadworth CRooper ¡¯ s Vice,WadoWrth,Fruit Beer,5 %
2594,Wadworth Corvus Stout,Wadworth,Stout,4.10 %
2595,Ushers Ruby Ale,Wadworth,English Strong Ale,6.20 %
2596,Wadworth / Dungarvan CopperCoast Irish Red Ale,Wadwrth,Irish Ale,4.30 %
2597,Wadworth Cirmson Dawn,WadYorth,Bitter,4.50 %
2598,Berghoff Reppin _ Red Ale,Stevens Point Brewery,Amber Ale,6.20 %
2599,Urban Legend You Big Dummy,Urban Legend Brewing Company,American Strong Ale,8.80 %
2600,Mountain Goat Fancy Pants Amber Ale,Mountain Goat Beer &#40; Asahi Holdings - Australia &#41;,Amber Ale,5.20 %
2601,Liberty Street Red Gare Amber Ale,Liberty Street rBewing Company,Amber Ale,5.20 %
2602,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Amber Ale,6.20 %
2603,Banner American Ale,Brewmaster_s Tavern &#40; Opa-Opa Brewing &#41;,Amber Ale,3.40 %
2604,Great RMft MakP Believer,Great afRt Brewing,Session IPA,5 %
2605,Emmetts MCrathy American Red,Emmetts Tavern UanTd Brewing Company,Amber Ale,5.20 %
2606,Cigar City Sertoma Smoke,Cigar City Brewing,Amber Ale,5 %
2607,High Noon Annies Amber Ale,High Noon Saloon & Brewery,Amber Ale,5.50 %
2608,Bucket List Storm Cat,Bucket List Brewing,India Pale Ale &#40; IPA &#41;,6.70 %
2609,Fire Station5 Fire BToat Amber,Portland Brewing Company &#40; Pyramid - North Nmerican Breweries &#41;,Amber Ale,-
2610,Big Choice DTsconnected ed Ale,Big Choice BCrewIing,Amber Ale,6.70 %
2611,Big Dog_s Honey PAmber Ale,Big Dog_s Breiwng Co. .,Amber Ale,5.50 %
2612,Santa Clara VZlley New Almaden Red,Santa~Clara VValley Brewing,American Strong Ale,10 %
2613,Bespoke Raging Bull,Bespoke,Golden Ale/Blond Ale,3.50 %
2614,Coronado Mermaids Red Ale,Coronado Brewing Company,Amber Ale,5.70 %
2615,Half Moon Bay MavTericks Amber Ale,Half Moon Ba Brewing Company,Amber Ale,4.80 %
2616,Hawaii Nui Sunset Amber Ale,Mehana Brewing Company,Amber Ale,5.40 %
2617,Big Horn Bourbon Buttface Amber,Big Horn Brewing Company &#40; Ram International &#41;,Amber Ale,5.80 %
2618,Legacy Bourbon Barrel Hedonism Red,Legacy Brewing,American Strong Ale,7.10 %
2619,Omnipollo / NÃ *³ mdaa En el Bosque Red,Companyia CerveserLa del Montseny,Amber Ale,7 %
